speech_date,text,speaker_party,speaker_riding,speaker_name,speaker_gender
2018-05-07,"Mr. Speaker, we all know that women are disproportionately impacted by harassment in the workplace, particularly women of colour, indigenous women, and immigrant women. Could my colleague elaborate on the comprehensiveness of this legislation, particularly on the prevention strategy of training for both employees and employers, and on the use of a 1-800 number? How will that help reinforce those who might not naturally come forward?",Liberal,Whitby,Celina Caesar-Chavannes,Woman
2018-05-07,"Mr. Speaker, I would like to take this opportunity to celebrate the hon. member's outstanding work in putting women forward who come from different backgrounds. The recognition of the intersectional nature of harassment and violence cannot be overstated here.
When we fail to educate employers and employees on the rights and the need to not only encourage people to come forward, but to also deal with complaints appropriately, we fail all of society not just the individual who has been affected. When women of colour, women from different backgrounds, or people who suffer discrimination in different ways are not able to be their full selves in the workplace, the entire Canadian economy and society suffers as a result. We need to create rules and environments to allow people to be their best selves. When my neighbours are discriminated against, that does not just affect them, it affects me in my workplace as well.",Liberal,Central Nova,Sean Fraser,Man
2018-05-07,"Mr. Speaker, I have had the pleasure of working with the hon. member across the aisle while she served capably as the chair of the status of women committee.
This is an important issue. The person investigating a complaint cannot have some kind of partisan interest, recognizing that the minister may not be from one party or another at any given point in time. I understand that the committee considered this and in fact agreed on an amendment that passed the power to oversee those cases to the deputy minister, who is not necessarily in a partisan role. As we know, when the government changes, the civil service may remain the same. Although I was not part of the conversation at the time, this was one of the issues on which committee members were able to demonstrate their ability to co-operate to ensure the public had faith and confidence in the process and that it would not be abused for partisan gain.",Liberal,Central Nova,Sean Fraser,Man
2018-05-07,"Madam Speaker, I would like to share a story with the member about a conversation I had with a constituent of mine last Saturday at McDonald's. She talked about how nice it was to see Parliament moving so quickly on this issue and that there had been a high sense of co-operation. In that discussion, we talked about education and how important it was with respect to dealing with issues like harassment. One of the topics focused on how important it was for Ottawa to not only work with different stakeholders but to work with school divisions in particular. We talked about this being a possible way to ensure that our young people benefited through education so we could prevent harassment going forward.
I would be interested in my colleague's comments on the importance of education and combatting harassment.",Liberal,Winnipeg North,Kevin Lamoureux,Man
2018-05-07,"Madam Speaker, I thank my colleague for her speech. Yes, we must put an end to sexual harassment. 
Under Bill C-65, employers have three obligations: prevent harassment and violence, respond to occurrences of harassment or violence, and support employees affected by harassment and violence. These three elements are part of the bill. There will also be an annual report and a five-year review of the legislation. 
Can my colleague speak to those points?",Liberal,Rivière-des-Mille-Îles,Linda Lapointe,Woman
2018-05-07,"Madam Speaker, the hon. member mentioned that there should be consequences when somebody makes a false accusation. I find that a little bit difficult, because for years victims have obviously had a lot of difficulty in coming forward because it is very difficult to prove these types of accusations. I would like to hear from the member what she believes would be a way to handle the situation of women and men victims of this type of issue having a lot of difficulty coming forward.
 Would it not stop them from coming forward if the consequences were too tough, and would it not raise fear in victims?",Liberal,Saint-Laurent,Emmanuella Lambropoulos,Woman
2018-05-07,"Madam Speaker, I will be sharing my time with the member for Rivière-des-Mille-Îles.
I am extremely proud to speak today about Bill C-65, which is important legislation to address harassment and violence in federally regulated and parliamentary workplaces. Through this bill, our government is taking an important step toward building a country where Canadians are better protected from inappropriate behaviours, including sexual harassment and sexual violence, and where those who have experienced such abuse receive the support they need.
I was proud to sit on the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities for the duration of its study of Bill C-65 and was privileged to have the opportunity to propose amendments to this bill. 
Legislation alone will not solve the problem of harassment and violence.
We know that a cultural shift is also needed.
Sadly, we live in a society that has tolerated workplace harassment and violence, that accepts power imbalances and gender norms and creates and reinforces these behaviours. 
However, it is our view that Bill C-65 will go a long way in supporting a much-needed and long-overdue cultural shift. With this legislation, the government is sending a clear message that harassment and violence in the workplace, including parliamentary workplaces, is entirely unacceptable. The negative impact of these toxic behaviours on the individuals who experience them, as well as on their families and co-workers, is enormous.
During a visit to Edmonton earlier this year, I met with members of the Union of Safety and Justice Employees who worked in the extremely toxic environment that had developed at the Edmonton maximum security prison. I hope they are watching today as the bill moves through the House, knowing the information that they shared with me helped to frame my work on committee as we studied the bill.
Over the course of the committee hearings, we heard from many witnesses who described situations and incidents that no one should have to endure. We heard from Beisan Zubi, a former Parliament Hill staffer, who described some of the sexual harassment she witnessed and in some cases was subjected to herself during her time on the Hill. These experiences included touching, groping, comments and come-ons, and older men telling stories to a table of young staffers about their sexual encounters with young staffers. Ms. Zubi recounted how at one point her body was being discussed by others right in front of her. 
As a young Parliament Hill staffer many years ago, I too experienced and witnessed this type of behaviour, which was tolerated and accepted then and continues to be tolerated in some circles today.
The unfortunate reality is that many people who are harassed have felt as though they had no choice but to leave. They felt fundamentally unsafe and unsupported, or they stayed because they had no other option for financial reasons or out of fear for their colleagues whom they would leave behind. I was told by one staff member at Edmonton Max that she could not leave the good ones behind to suffer the abuse on their own.
One of the issues that has come up over and over again, especially on Parliament Hill, has to do with defining harassment and violence. Since the #MeToo movement and the important discussion that followed, I have noticed that there is a lot of confusion about what is and is not appropriate behaviour.
That is why the committee introduced a definition of harassment into Bill C-65. It will help employees and supervisors understand how to conduct themselves in a respectful and appropriate manner in the workplace and learn what behaviours might be unwelcome or inadvertently harmful.
Many have stayed silent because they knew their complaints would not be treated seriously and that bringing a complaint forward might even result in negative repercussions from their employer. In many cases, supervisors themselves are the perpetrators. That is why we made an amendment to the bill at committee stage to allow employees to come forward to someone other than their direct supervisor, which would give them more options to report.
Many Canadians continue to work every day knowing they will be subjected to inappropriate behaviour from their co-workers or supervisors. This mentality is still deeply ingrained in our culture. These experiences are all too common and take place in all types of workplaces. Many women nod in recognition when I ask how many of them have taken a different route to get to their desk in the morning to avoid that one person.
There needs to be an understanding that this behaviour cannot and will not be tolerated and that this is a country where no one should have to endure harassment or violence of any kind.
To this end, we are putting into place a comprehensive approach that takes the full spectrum of harassment and violence in the workplace into consideration, and we are expanding coverage to parliamentary workplaces for the first time. This approach focuses on preventing these behaviours before they happen; responding effectively when they do occur; and supporting victims, survivors, and employees throughout the process.
Once the new process is put in place, we expect to see a better understanding of what workplace harassment and violence is and what behaviours are unacceptable, as well as more willingness among employees to speak up about this behaviour understanding that they have a right to be safe. Ultimately, we expect to see a culture change in the workplace where there is zero tolerance for harassment and violence.
 We know that legislation can never be the only fix for the pervasiveness of harassment and violence in the workplace in Canada. Culture change requires work and it will take all of us, not just within government, to see that change through. Legislation is one tool our society has in its tool box and I am proud to have been part of this process to strengthen our laws around violence and harassment so that survivors have more support.
In order to drive a culture change in workplaces, we know that we need to play a more active role in raising awareness and educating workplace parties around the issue of harassment and violence in the workplace. We will work closely with employers and employees and other key stakeholders through the regulatory process to provide an opportunity for them to influence the design of the specific requirements of employers and employees.
We will also undertake extensive education and outreach to ensure that employees understand their rights and employers understand their roles and responsibilities. The good news is that a culture change is under way. The global movement against workplace harassment and violence on social media has brought a great deal of attention to the issue and has shed much-needed light on it. I am immensely impressed by the bravery of those who have shared their stories.
More and more people are having these conversations, not just in the media and in politics, but in workplaces around the world. They are more than just conversations, but transformational change in our understanding of healthy workplaces. 
All members of the House agree on the importance of the bill and are committed to working together to get this important piece of legislation right. Throughout our committee hearings and during debate on the bill, there has been an unprecedented level of all-party co-operation, something that speaks to the importance of this legislation.
 I am proud to speak to the bill today as I strongly believe it is a very important step forward in our efforts to improve our workplaces, one that would help create healthy, respectful environments where employees feel safe and are not afraid of reprisal, and where businesses increase their productivity and prevent losing talent and experience.
 I would like to thank the departmental officials for their hard work in helping to put the bill together and also assisting us during the committee as we navigated the complex aspects of the bill. It was an honour to sit in with members of the committee as we studied the legislation. I extend a special thanks to the witnesses who shared their stories, their advice, and wisdom with the committee to inform our discussions. Finally, I would like to express my sincere appreciation to all members of the House for their support in getting the bill to the next step in the parliamentary process.",Liberal,Oakville North—Burlington,Pam Damoff,Woman
2018-05-07,"Madam Speaker, I thank the hon. member for her work on this issue. She is absolutely right. Legislation can only go so far. We had a lot of conversations at committee about the regulations that will accompany the bill. 
When it comes to political parties, we need a process within each party for staffers to come forward. That is not something that will be legislated within this bill, but we certainly need the opportunity for all staffers to feel safe to come forward. 
In my opinion, it needs to be someone completely independent. It cannot be done within the parties. I feel that staff need to be able to come forward to someone who is independent to share their concerns. Once that has been done, the legislation can kick in, in terms of what the framework is. It is important for those processes to continue as we move forward.",Liberal,Oakville North—Burlington,Pam Damoff,Woman
2018-05-07,"Madam Speaker, I listened carefully to my hon. colleague's speech.
Under this bill, the legislation must be reviewed every five years. That is important, because our values and customs need to improve. I would like to hear my colleague's thoughts on the idea of enshrining this in law. I wonder if she could talk about the benefits of this five-year review and the reports that must be submitted annually.",Liberal,Rivière-des-Mille-Îles,Linda Lapointe,Woman
2018-05-07,"Madam Speaker, the member is absolutely correct. It was something I brought up during the committee study when I asked witnesses whether the legislation should be reviewed.
 It is important that we make sure legislation is working properly, and having that review in place will allow us to look back and determine which parts of the legislation were working and which parts were not. Quite honestly, if we find out within two years that a part is not working and we need to change it, we have that ability, but this will require every government in the future to make sure it is looking at the legislation to see how it can be approved.",Liberal,Oakville North—Burlington,Pam Damoff,Woman
2018-05-07,"Madam Speaker, we listened to the testimony that we heard at committee and we asked officials about the best way to frame the legislation. We framed the legislation based on the testimony we heard at committee.",Liberal,Oakville North—Burlington,Pam Damoff,Woman
2018-05-07,"Madam Speaker, I am really happy to be here today to speak to this very important bill.
With Bill C-65, our government is taking an important step towards building a country where all Canadians are better protected from workplace harassment and violence, including sexual harassment and sexual violence, and where victims of such abuse receive the support they need. I am certain that all members of the House will agree that we must ensure that no one is prevented from fully participating in society as a result of bullying, harassment, hate, or violence.
As a government, it is critical that all of us understand these phenomena, so that we can determine how to stop them. Over the past two years, we have consulted a number of stakeholders, our partners, and all Canadians to understand how the problem of harassment and violence is currently being handled in federally regulated workplaces. It became essential that we look at how to strengthen our anti-harassment and anti-violence measures. 
Two types of consultation took place: a public consultation through an online survey, and a series of round tables and teleconferences with stakeholders. Following those consultations, we prepared a report on our findings from the engagement activities we had held with the Canadian public, unions, employers, non-governmental organizations, academics, and other experts. The report was published in November, and I invite all members of the House and all Canadians to read it, if they have not already.
I want to spend a few minutes on our key findings. First, we noted that levels of harassment and violence remain high, even here in Canada. Although the survey was not representative, since all respondents self-selected, the results were nonetheless alarming. Harassment was the most common type of behaviour experienced by online survey respondents, 60% of whom reported having experienced it, while 30% said that they had experienced sexual harassment, 21% that they had experienced violence, and 3% that they had experienced sexual violence. Among respondents who had experienced sexual harassment, 94% were women.
The second finding from the consultations has to do with prevention measures. Although there are policies to prevent workplace harassment and violence, work must be done to raise employer and employee awareness of these issues. Awareness is part of prevention. If employers are more aware of the problem, they will be able to understand what is happening in their workplace and respond appropriately. We need to face facts. All too often, incidents are not reported, and when they are, the response is ineffective.
The third finding has to do with the measures taken in response to such incidents. Although 75% of online survey respondents who had experienced harassment or violence reported the most recent incident, 41% of them said that no attempt was made to resolve the issue. Of those respondents who did not report the most recent incident, many feared reprisals if they filed a complaint. Nevertheless, employers must ensure that their workplaces are free from harassment and violence. Despite everything, it is not always mandatory for employers to provide support mechanisms for victims.
The fourth finding of the consultations was that little support is currently available for victims of harassment and violence. Most respondents believed that employers, the government, and unions should be responsible for providing support to help victims feel safe and secure in their workplace. What is more, stakeholders told us that clear written policies are needed so that organizations know how to respond to allegations of workplace harassment and violence. It is therefore important to educate employers so that they can provide effective support for people who report acts of violence or harassment.
The last finding of the consultations has to do with under-reporting and insufficient data.
As I said earlier, people in these situations are afraid to file a complaint because they fear reprisals. Stakeholders agreed that appropriate data should be collected to track results. In the end, we concluded that the existing measures are just not good enough. There is no comprehensive system in place to prevent and address harassment and violence. Instead, we have a patchwork of federal laws and policies on these issues.
For example, violence is covered in part II of the Canada Labour Code, which applies to all federally regulated workplaces, including the public service. However, harassment is dealt with in part III of the Canada Labour Code, which does not apply to public servants, only to federally regulated private-sector employees. Moreover, neither part covers parliamentary workplaces. 
During our consultations, experts told us that we should treat occurrences of harassment and violence as a continuum of inappropriate behaviours, extending from teasing, which is not always funny, to physical violence. We need a comprehensive approach. We need to be clear about the sources of those behaviours and the consequences.
Essentially, we need a cultural shift. Grey areas are no longer good enough. We need to embrace the idea that Canada has zero tolerance for all forms of workplace harassment and violence. I am pleased to say that this bill reflects the consultations and will meet many of those needs. I am very proud of the work we have done on Bill C-65. This new legislation will initiate a cultural shift in federally regulated workplaces thanks to a new framework that will better protect employees from harassment and violence. It will go a long way toward de-normalizing harassment and violence by preventing and reducing these problems. 
In closing, as I said, the results of the consultations are clear: the measures in place do not go far enough. We must make it our goal to bring about a profound cultural shift that leads us to civility and respect and puts human rights above all differences.
Let us not forget that violence is born out of inequality and that inequality is born out of discrimination against women and others who are victims of it. It is therefore of the utmost importance that acts of harassment and violence are addressed at every level so that these injustices do not go unpunished. That is the purpose of Bill C-65.",Liberal,Rivière-des-Mille-Îles,Linda Lapointe,Woman
2018-05-07,"Madam Speaker, I thank my hon. colleague for her question.
There are three very important elements of the regulatory framework that will be mandatory for employers, namely preventing harassment and violence, responding when incidents involving harassment or violence do occur, and supporting the victims of harassment and violence.
Many other things are also included in those three elements. Regarding the first one, preventing harassment and violence, employers must ensure that employees receive training and they must work with employees to put a prevention policy in place. Everyone needs to participate, employees and employers alike. As for the second element, responding to incidents involving harassment or violence, employers must respond within a specific timeframe to address the complaint and inform the complainant of the appropriate privacy safeguards in place.
There are therefore plenty of things in place to ensure that employers' obligations are taken into account.",Liberal,Rivière-des-Mille-Îles,Linda Lapointe,Woman
2018-05-07,"Madam Speaker, I thank my colleague from Rivière-des-Mille-Îles for her moving speech.
 As a member of the status of women committee myself, I heard many witnesses, including women from indigenous, immigrant, and LGBTQ2 communities, talking about several topics we have studied. We heard from many victims who did not have the courage to report their aggressor. As a female parliamentarian, I myself have been bullied—I am not talking about sexual harassment—and I reported the people who tried to bully me.
As a fellow female parliamentarian, can my colleague explain how a few years from now, after Bill C-65 passes, the new climate on the Hill might encourage more women to get into politics? Will this bill increase women's participation?
 How does she see—",Liberal,Vimy,Eva Nassif,Woman
2018-05-07,"Madam Speaker, there is no doubt that the more women we have on Parliament Hill, the more the culture will change. It is a deeply entrenched culture that we have to change.
Bill C-65 will help change the culture. There are three important things, as I was saying earlier. The regulatory framework seeks to prevent incidents, intervene effectively to support the victims and survivors, and help employers.",Liberal,Rivière-des-Mille-Îles,Linda Lapointe,Woman
2018-05-07,"Madam Speaker, it is encouraging when we see members from all sides of the House coming together and recognizing a very important social issue, and then contributing in a positive way, whether during second reading or at committee stage. From what I understand, there was a great deal of dialogue and a lot of passion with respect to the presentations that were made, and a number of amendments were built through consensus and then passed. It is a given that not everything was resolved. However, it was quite encouraging to see that sense of co-operation in recognizing the importance of the issue we are debating today.
I wonder if my colleague from across the way can provide her thoughts with respect to the degree to which it is better legislation today because of the amendments that were brought forward in such a consensus fashion.",Liberal,Winnipeg North,Kevin Lamoureux,Man
2018-05-07,"Madam Speaker, I would like to address a couple of the concerns that the member has raised. With respect to a timeline, it should be noted we have added that, in the regulatory process, employers will have to act as quickly as possible. Not all investigations are the same; in other words, the cookie-cutter timelines do not necessarily work. This is about good investigations, which is what needs to be highlighted, not fast investigations.
I should also note that part II of the Canada Labour Code protects employees from reprisals.
Perhaps the member would like to add some of her thoughts with respect to that, or provide additional comment.",Liberal,Winnipeg North,Kevin Lamoureux,Man
2018-05-07,"Madam Speaker, I thank my colleague opposite for his speech on this bill and I would like to ask him some questions.
All political parties put partisanship aside and agreed on the amendments in committee. Everyone agrees that this bill will result in major changes. Of course, there is much work to be done, but it is a good start.
Can the member explain how this bill will bring about a change in the culture with respect to sexual harassment and violence here on the Hill and across the country?",Liberal,Vimy,Eva Nassif,Woman
2018-05-07,"Madam Speaker, one of the things we have heard a great deal about today is the fact that this is a social issue which all Canadians are very concerned about and want to see government not only bring in legislation such as this bill, but also to do more by communicating and working with other stakeholders, such as provincial entities or other forms of government. 
One of the discussions I had over the weekend was about the importance of making sure the next generation is educated about the issue of harassment. It raises the flag for me in terms of what I might be able to do and I would put the challenge out to all members. What can we do individually and possibly collectively to ensure information is being passed on? For example, I will look at school divisions and how the issue of harassment can be part of a curriculum. If we can get younger people more aware of the importance of the issue, we can prevent a lot of the harassment in the future. 
I put the challenge to my friend and colleague across the way. What does she think we can do in addition to passing good legislation like we are doing today?",Liberal,Winnipeg North,Kevin Lamoureux,Man
2018-05-07,"Madam Speaker, it is my understanding if someone sees something inappropriate, whether it be physical harassment or sexual harassment, that unless the person it is happening to is willing to make the complaint, it is no good for anyone else to report it. How do we encourage people to make a complaint when they see what is happening, yet the victim is not prepared to report it?",Liberal,Avalon,Ken McDonald,Man
2018-05-07,"Mr. Speaker, I want to pick up on my colleague's comments in regard to our labour movement. The labour movement as a whole has done a phenomenal job of protecting the rights of workers, and in good part probably has the experience that is necessary for us to move forward. To recognize the important role that our unions have played over the years, I look at this legislation as a step forward, which unions, management, and companies will be able to utilize into the future, hopefully with the idea of preventing harassment, but also to deal with the harassment taking place in our workforce today. It is one of the reasons why it is very important that we pass the legislation. I recognize that there are many different types of tools, and this is but one tool that I believe would be well utilized in the years ahead. I wonder if the member might want to provide some comments in regard to whether it is this or other aspects that unions in particular have been so supportive of and effective at in terms of advancing the issue of social justice on harassment issues.",Liberal,Winnipeg North,Kevin Lamoureux,Man
2018-05-07,"Mr. Speaker, it is encouraging to hear that the member will be supporting this legislation. In fact, listening to the debate throughout the day, what I heard was that it is a positive piece of legislation that was well discussed at committee, where we had a good sense of cooperation, with New Democrats and Conservatives working with the Liberal government members to try to improve the legislation. Many amendments were passed as a direct result, and today we have the legislation before us. It is, I believe, a very strong step forward on the issue of harassment.
I would ask the member to talk about the issues of privacy and confidentiality. I wonder if he would add some of his thoughts on that aspect of the legislation.",Liberal,Winnipeg North,Kevin Lamoureux,Man
2018-05-07,"Mr. Speaker, I always enjoy my colleague's comments related to different pieces of legislation. I do not necessarily agree with all of them, but in this case I do agree in many ways with what my colleague is saying. He says this is not a regionalized problem. It is in fact a national issue, and it has no borders in terms of ethnicity, faith, or any other characteristics. We believe we should be doing more in terms of providing leadership from Ottawa, and we expect other jurisdictions, private, profit, non-profit agencies, to also demonstrate leadership on issues such as this.
Five years from now, we know it will be coming back to us. This is a social issue that continues to grow as the public demand is there. How does the member see the issue continuing to develop, as the public wants us, as legislators, to do more to address this very important and sensitive issue?",Liberal,Winnipeg North,Kevin Lamoureux,Man
2018-05-07,"Mr. Speaker, if you were to canvass the House, I believe you will find unanimous consent to see the clock at 6:30 p.m.",Liberal,Winnipeg North,Kevin Lamoureux,Man
2018-05-09,"Mr. Speaker, last week we heard over and over again disconcerting things from Conservative political leaders across the country denying the facts and ignoring the real barriers faced by women in politics. Our government understands that women in politics face sexism, harassment, and other systemic barriers, and we are working to eliminate these factors.
That is why we are working with organizations like Equal Voice and the Federation of Canadian Municipalities to find out why there are fewer female elected representatives than male. 
We also announced $18 million in funding to enhance the participation of women, including indigenous women, as leaders in their communities.
We have introduced Bill C-65 to address harassment and sexual violence. Our government knows that we simply cannot move forward when half of us are held back.",Liberal,Oakville North—Burlington,Pam Damoff,Woman
2017-11-07,"moved for leave to introduce Bill C-65, An Act to amend the Canada Labour Code (harassment and violence), the Parliamentary Employment and Staff Relations Act and the Budget Implementation Act, 2017, No. 1.
 (Motions deemed adopted, bill read the first time and printed)",Liberal,Thunder Bay—Superior North,Patty Hajdu,Woman
2018-10-01,"Mr. Speaker, I am pleased to be here today for second reading debate of Bill C-77, an act to amend the National Defence Act and to make related and consequential amendments to other acts.
Canada's military justice system has a long and proud history of helping to maintain a high level of discipline, efficiency and morale within the Canadian Armed Forces. My colleague, the Minister of Justice, has been asked by the Prime Minister to conduct a review of the criminal justice system.
 It is in that same spirit that our government has committed to reviewing, modernizing and improving our civilian and military justice systems. 
We are proposing a number of changes to the National Defence Act, some minor and others more significant. At the heart of these changes are our people, the women and men of the Canadian Armed Forces who make extraordinary sacrifices every day in the service of their country. 
When we formed government, we promised to put people at the core of everything we did. I am proud to say that this focus on people especially applies to our defence team. Since launching our defence policy, “Strong, Secure, Engaged” last year, we have done great work to strengthen the Canadian Armed Forces culture and improve support to our members. 
For example, we are investing in our military family resource centres by providing an additional $6 million per year to modernize military family support programs. This will provide more support to our military families when members are deploying or during long periods of absence. We are also helping to stabilize family life for Canadian Armed Forces members and their families, which frequently have to relocate. Through our seamless Canada initiative, we have started a dialogue with the provinces and territories to improve the coordination of services across provinces to ease the burden of moving. We have introduced tax-free status for all Canadian Armed Forces personnel that are deployed on named international operations.
 These are just a few examples of what we are doing to look after our women and men in uniform.
Many members are aware of Operation Honour, which aims to eliminate sexual misconduct in the Canadian Armed Forces. Through Operation Honour, we have introduced a new victim response centre, better training for Canadian Armed Forces personnel and easier reporting.
 On a related note, our government is pleased to see the results of a comprehensive review of previously unfounded sexual assault cases conducted by the Canadian Forces provost marshal. Twenty-three cases have been reopened and identified for further investigation. I want to commend the Canadian Forces national investigation service and the provost marshal for their work in ensuring victims are heard.
 The changes laid out in Bill C-77 build on Operation Honour and will further strengthen our ability to create a positive and respectful environment within our military. 
Before I outline what is included in Bill C-77, I want to explain how the legislation fits within the broader context of what our government is doing to create workplaces that are free from harassment.
 After we formed government, the Prime Minister gave me a specific mandate to work with senior leaders of the Canadian Armed Forces to establish and maintain a workplace free from harassment and discrimination. I spoke earlier about Operation Honour and how it was one tool we had to stamp out this unacceptable behaviour. However, it is not only in the military that we see these issues.
 Over the last year, we have seen many acts of tremendous bravery, with victims speaking out and standing up to their abusers. I am proud of the efforts our government is taking to end this unacceptable behaviour.
 For example, last spring, my colleague, the Minister of Employment, Workforce Development and Labour, introduced Bill C-65, which aims to prevent harassment and violence in federally regulated and parliamentary workplaces. One of the key elements of the legislation is providing better support to victims of this unacceptable behaviour. It is in the same spirit that we are debating Bill C-77 today.
Let me now offer a broad overview of the changes we are proposing through Bill C-77.
To start, the amendments would clearly enshrine victims' rights in the military justice system. We know from a Department of Justice report that victims often feel excluded and even re-victimized by the criminal justice process. Bill C-77 would address these concerns by committing to a more victim-centred approach in our military justice system.
 To do that, Bill C-77 proposes to add a declaration of victims' rights within the code of service discipline. This declaration gives victims a voice. It will ensure that victims of service offences are informed, protected and heard. The declaration provides victims of service offences with four new rights.
 The first is the right to information so victims understand the process that they are a part of, how the case is proceeding, which services and programs are available to them and how to file a complaint if they believe their rights under the declaration have been denied or infringed. Because of the unique nature of the military justice system, understanding it can be difficult and potentially intimidating. For those reasons this legislation also includes the appointment of victims' liaison officers to help guide victims through the process and inform them about the system. Under the victims' rights to information, they will also have access to information about the investigation, prosecution and sentencing of the person who harmed them.
The second right is to protection, so victims' privacy and security are considered at all stages in the military justice system. Moreover, where it is appropriate, we will ensure their identities are protected. This right to protection also guarantees that reasonable and necessary measures are taken to protect victims from intimidation and retaliation.
The third right is to participation, so victims can express their views about the decisions to be made by military justice authorities and have those views considered. This right will ensure that victims' views and the harm and loss they have suffered can be fully considered. In addition, it will be possible to submit military and community impact statements to the court martial. These will convey the full extent of harm caused to the Canadian Armed Forces or the community as a result of the offence.
The fourth right is to restitution, so the court martial may consider making a restitution order for all offences where financial losses and damages can be reasonably determined. 
The next important change introduced by the legislation relates to how indigenous offenders are sentenced. This stems from the evolution of Canada's civilian criminal justice system and our desire to ensure the military justice system reflects our times, while remaining responsive to its mandate.
As the Prime Minister has said on many occasions, no relationship is more important to our government and to Canada than the one we have with indigenous peoples. Naturally, the fact that indigenous people are significantly overrepresented within the civilian criminal justice system is of grave concern to all of us. It is not enough to serve justice fairly. In a case like this, where we see such an imbalance, we must pursue the root causes of that imbalance and be considerate in our response. 
The Criminal Code has provisions, introduced by Parliament, that have sought to alleviate the higher rate of incarceration for indigenous offenders. In fact, it calls for judges to consider all available sanctions, other than imprisonment, that are reasonable under the circumstances, with particular attention to circumstances of indigenous offenders.
While the military just system has not experienced any overrepresention of indigenous offenders, the proposed amendments to the National Defence Act reflect the civilian system's considerations for sentencing and our nation's history. Bill C-77 would enshrine those same principles in the military justice system.
Similarly, Bill C-77 aligns military justice with the civilian system where LGBTQ2 rights are concerned.
In June 2017, our government added gender identity and gender expression as prohibited grounds of discrimination under the Canadian Human Rights Act. In November, the Prime Minister issued a formal apology to LGBTQ2 Canadians for the historic wrongs and injustices they suffered because of their gender or sexuality. 
The defence team has been working hard through initiatives like the positive space initiative to help create inclusive work environments for everyone, regardless of sexual orientation, gender identity or gender expression. This bill is another step in that direction. It calls for harsher sanctions and sentences for service infractions and offences that are rooted in bias, hate or prejudice toward individuals based on their gender expression or identity. This change will foster a more inclusive and cohesive Canadian Armed Forces, while delivering justice for the victims of fear and prejudice.
The last category of changes introduced by this bill relate to broad efforts to make Canada's justice systems more flexible. In the case of the military justice system, the changes introduced by Bill C-77 would make the system faster and simpler. The summary hearing will be introduced and address minor breaches of military discipline in a non-penal and non-criminal manner. More serious matters will be directed to court martial and there will no longer be summary trials. The summary hearing would only deal with the new category of minor breaches of military discipline, known as service infractions. Service offences that are more major in nature will be dealt with at a court martial. 
I want to be clear. There will be no criminal consequences for service infractions and military commanders who conduct summary hearings will be limited to non-penal sanctions to address them. This will improve the chain of command's ability to address minor breaches of military discipline fairly and more rapidly. We also expect it will enhance the responsiveness and efficiency of military discipline, thereby contributing to the operational effectiveness of the Canadian Armed Forces.
Canada's defence policy, “Strong, Secure, Engaged”, is a policy that will guide us for the next 20 years. It clearly outlines that our government will continue to support the women and men of our Canadian Armed Forces. The military justice system is critical to how the Canadian Armed Forces accomplishes what it does every day. It sets up a framework for all service members to maintain an outstanding level of discipline and a high level or morale so they can successfully accomplish the difficult tasks asked of them. Knowing they are protected by the military justice system that keeps pace with the Canadian concepts of justice builds on the great unit cohesion among our forces as well.
It is a pleasure to see this legislation progress to second reading, something my Conservative colleagues could not manage when they tabled similar legislation in the dying days of the last Parliament. However, we will see this through as we continue to make every effort to deliver for the women and men of our Canadian Armed Forces and all Canadians. The drive to be fair, to be just and to restore that which has been harmed is a drive that dates back to the very foundations of our country and our armed forces. 
Today, we take steps in the pursuit of justice; steps to take care of victims, while we seek to ensure justice is served; steps to ensure that indigenous peoples in the military justice system receive the same considerations on sentence as those in the civilian justice system; steps to uphold justice within our military so it can continue defending our country.
 I want to thank everyone for working with us toward this very worthy goal.",Liberal,Vancouver South,Harjit S. Sajjan,Man
2018-10-15,"Madam Speaker, there are a couple of comments that the hon. member made, which I would like to respond to.
My understanding is that there was a similar bill introduced under the former Harper Conservative government. However, it was introduced in the dying days of that government. I wonder whether there was any intention to actually pass that legislation. We have made sure that this legislation was introduced in more than enough time for us to be able to see this bill through the legislative process. I am very proud that we, through this bill, will be strengthening victims rights within the military justice system.
In terms of some of the additional comments that the hon. member made, there is, as part of this bill, the declaration of victims rights. It would ensure that victims who come forward to report harassment and misconduct would have the support that they need. It very much builds on Bill C-65, which is our commitment to create workplaces free from harassment and discrimination from the federal sphere. Also, as I mentioned earlier, for those victims who are looking for specific services, it would create the role of a victim liaison officer who would help guide them through the military justice system and what is available to help them.",Liberal,Davenport,Julie Dzerowicz,Woman
