speechdate,speechtext,speakerparty,speakerriding,speakername,speakergender
2018-05-07,"Madam Speaker, we are at quite a time in our country. I am honoured to be representing Nanaimo—Ladysmith at this time. 
First, we have an unprecedented opportunity for gender equality around the world. At the same time, I would argue that we have an unprecedented awareness of the impact that sexual harassment and workplace violence, and harassment, period, can have on workers and the fact that harassment should never be part of any job. 
I think of my grandfather, John Osler, who was a lawyer for labour when there were not any in Canada, and the recognition of the violence done physically to people in the workplace and the importance of putting in place laws and frameworks to protect workers' physical safety. We now know our responsibility in this day and age is to have the same level of protection for people's workplace environment as it relates to harassment and sexual harassment. Therefore, we cannot pretend we do not know.
I am very aware of the media investigation this weekend about the threats against the life of New Democrat Premier Rachel Notley. I know she is not alone. Women in this House have been profiled as having received sexual harassment and threats of physical violence against them. Harassment is not part of a politician's job, so I am sorry for Rachel Notley.
While watching some of the media this weekend with my mom and dad, they observed that there was a great deal of hand-wringing but very little concrete action. What are we actually going to do? Talking about it or reporting on it is not enough. 
I was reminded of two years ago when the status of women committee, in its 2016 all-party consensus report, made recommendations to the government, to this Parliament, in particular recommendation 18. This is in the context of its study on ending violence against young women and girls, but, inevitably, there was a great deal of testimony that we heard about online harassment and cyberbullying. Young women, like Rehtaeh Parsons and Amanda Todd, were harassed to the point that they took their own lives. There are horrible stories with which no family should ever have to contend. 
When we asked the witnesses for remedies, they said that the previous Conservative government had removed part of the Canadian Human Rights Act, maybe for reasons of freedom of speech, which turned out leaving a very serious hole in our human rights legislation that we needed fixed immediately. Therefore, our recommendation was:
 That the Government of Canada introduce legislation to restore Section 13 of the Canadian Human Rights Act which permitted rights complaints to the federal Canadian Human Rights Commission for the communication of hate messages by telephone or on the Internet. 
However, here it sits two years later. The government received an all-party recommendation to repair the damage the Conservative government did in the Harper era. 
While we are talking about harassment in the workplace and while our attention is focused on the death threats that Premier Notley received, as reported last week, let us remember there are actions that we can take, and I urge that we take them. We need a little less conversation and a little more action.
Bill C-65 is an example of action, which the New Democrats welcome. We welcome anything that makes workplaces freer from harassment and creates a clearer path for employees. For employees on the Hill, there is this strange kind of cone of no-rules land somehow around the Labour Code, especially as it relates to harassment and sexual harassment. Therefore, we are glad to see the bill here. We are also glad that all parties have been able to work together, especially with the labour movement, which has very good advice on this file to try to bring changes to the bill.
We know the need is real. Fifty-three per cent of Canadian women have experienced unwanted sexual pressure. Fifty per cent of Canadian women have experienced some form of sexual harassment in the workplace. Sixty per cent of respondents experienced some form of harassment in the workplace, with nearly half of those from people with authority over them. Therefore, power is a big part of this dynamic. Women who are racialized, queer or indigenous and women living with disabilities all have a much harder time and receive a disproportionate amount of harassment and violence in the workplace. Therefore, the work needs to be done. 
This legislation is mostly procedural. It sets up an investigatory process through which issues of violence or harassment in the workplace could be investigated fully and without prejudice. That is the intention. It follows two similar streams through both Parliament and government-regulated workplaces and industries such as telecommunications, transport, and banks, which is about 8% of the national workforce, as well as the people that work here with us in Ottawa and in our constituency offices to provide us with vital support, as well as federally regulated workers across the country. The rules apply to parliamentarians and everybody.
We are glad to see the bill before the House. However—and there is always a “however”—there are some gaps, and we worked quite hard to try to fill them. I salute my friend to my left, the member for Saskatoon West, who is our former labour critic, and my colleague to my right, the member for Jonquière, both of whom led the charge in committee to try to bring many amendments forward and perfect the bill as much as we could.
Our strong disappointment remains that the joint health and safety committees have basically been removed from the process. These committees have worked for years, and it is a great disappointment that this legislation would remove them from doing their effective work. Every labour ally who came to committee asked for these committees to be returned to their roles. We proposed amendments, but they were not accepted by the Liberal-dominated committee. That continues to be a great disappointment. In the words of CUPE, the union that represents 650,000 workers in this country, limiting the role of the health and safety committees will have “a chilling effect” on workers' willingness to come forward and participate in the process.
The Liberal bill is an employer-driven process. If an employer is harassing an employee or if an employer has failed to create a safe workplace and regulate the other employees, then quite reasonably the person experiencing the harassment may not want to participate fully in a process that is dominated and controlled by his or her employer.
The health and safety committees have doing all kinds of good work in different areas of the Labour Code for all this time. If they had been used, an existing tool would have been used and an impediment to complaints would have been removed. 
CUPE has deep experience in federally regulated industries. It has 650,000 members across the country, many of whom work in rail, ports, communications, and energy, all places that would be protected by this legislation.
We tried to bring forward a number of other amendments. Fortunately, three of them were taken up, including one with respect to the definition of “harassment” in the legislation, which all of our labour allies had called for. Certainly those of us who are employers want to have that clarity. I am glad that our perseverance resulted in that definition being brought in. 
We also had input from the teamsters union, which wanted changes made to the Labour Code. It was pushing the government to clarify that mental health was included as part of this legislation. The Canadian Labour Congress very strongly voiced its concerns about a lack of capacity for labour investigators. PIPSC, the Professional Institute of the Public Service of Canada, was well represented. Workers at the DFO biological station in my riding are members of PIPSC. It is a very strong advocate. It wants to see Bill C-65 guarantee adequate representation for those involved.
In closing, I would like to thank the government for bringing this legislation forward. I would also like to thank Conservative and New Democrat members for being able to advance some of the changes that we wanted to see, but I continue to urge the government to draw on the deep experience of the labour movement, which has been doing this hard work for many years. Let us not leave to regulation what we could transparently include in legislation right now.",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson,Female
2018-05-07,"Mr. Speaker, being unable to discern what that question was, I will take the opportunity to run through a list of the amendments that my colleague presented at the committee that were rejected. We have already talked about the role of the public safety and national security committee's motion that was moved, which, despite many witnesses calling for it, was not taken up by the government. We also proposed strengthening the prevention of mental illness in the Labour Code. Something that teamsters urged us to do was to have a very strong intervention on mental health. That was a motion that was rejected. There was a proposal that the fundamental corporate policies be listed in the Canada Labour Code so that this be fully transparent. Another idea was to schedule mandatory training sessions on sexual harassment so employers are fully aware of their responsibilities. I have another list twice as long, but I will leave it there.",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson,Female
2018-05-07,"I welcome the question, Mr. Speaker.
It is true. At a time when threats of violence were phoned in or mailed in, that was one thing. The rest of the world did not see them in the way that people do on social media. Either way, I want to give deep thanks to all of the workers who support us as parliamentarians. They screen us from some of the most difficult comments, but they themselves take the brunt of that. That is a workplace issue, and I thank them for protecting us so well.
The thing I am concerned about, though, is that the sexual, misogynistic, hateful things that are said online are for everybody to see. I am concerned that others watching, especially women and marginalized groups, who have a hard time getting into places like this anyway because of the barriers they face, look at those comments online and think, “Do I want to subject my family to that?” We should not be doing anything that turns people off.
Therefore, the very first and best remedy that we have is to restore to the Canadian Human Rights Act the protections removed by the Conservative government—the Liberal government should have done this already—and to make online threats and comments subject to complaint in the same way that phone calls and letters are.",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson,Female
2018-05-07,"Mr. Speaker, I thank my colleague for his very interesting speech. His speeches are always funny with a kernel of truth, which is something I really appreciate in the House.
We had the opportunity to examine Bill C-65 and we have talked about its positive aspects. The study was non-partisan, which allowed us to elevate the debate and I am very proud of that. There are now just a few more minutes remaining in the debate of Bill C-65 in the House.
In committee, we had the opportunity to discuss psychological harassment with the Conservatives. I would like to hear what my colleague has to say about the fact that there is no mention of psychological harassment in the bill. Does my colleague think that it would improve Bill C-65 if the government were to add something about psychological harassment?",New Democratic Party,Jonquière,Karine Trudel,Female
2018-10-16,"Mr. Speaker, I would like to thank my colleague for her excellent speech. It is true that we worked really hard in the House and in committee. There was a great deal of co-operation. I want to thank her for this so-called historic bill, which will not eliminate bullying and violence in the workplace but is nevertheless a step in the right direction.
I would like to take advantage of my colleague's expertise and ask her a more specific question. The government rejected the addition of the following to portion of section 21 entitled “Annual Report—Board”:
 The report must contain statistical data relating to harassment and violence in work places to which this Part applies, including information that is categorized according to prohibited grounds of discrimination under the Canadian Human Rights Act. The report shall not contain any information that is likely to reveal the identity of a person who was involved in an occurrence of harassment and violence. 
The government claimed that this addition would create a serious risk that the employee's identity would be revealed if such statistics were published.
My question is clear. The Senate amendment clearly indicates that the report would not contain “any information that is likely to reveal the identity of a person”. I would like to know what my colleague thinks. Why did the government reject the Senate amendment?",New Democratic Party,Jonquière,Karine Trudel,Female
2018-10-16,"Mr. Speaker, I would like my colleague to tell us why the government rejected Senate amendment 4, which sought to add “ensure that the work place is free from harassment and violence” to clause 3 of Bill C-65. That would have been a very important addition.
I would like my colleague to quickly share her opinion on that.",New Democratic Party,Jonquière,Karine Trudel,Female
2018-10-16,"Mr. Speaker, unfortunately, as the saying goes, a leopard cannot change its spots. Everyone in the House agreed that we wanted to take a non-partisan approach to our study of Bill C-65. We were able to do a thorough job in committee, and I would really like to come back to the bill and its very essence. 
We are talking about victims here. Some of the people who are listening at home have experienced harassment, violence or sexual intimidation themselves.
I would like to get back to the substance of Bill C-65. I moved an amendment in committee regarding the individuals responsible for an investigation providing a written report of the results of the investigation to specific people, such as the employer or employee. Following consultation with the employee, those documents could then be destroyed. My amendment was rejected.
The same thing happened in the Senate. A similar proposal was made, and the amendment was rejected. I do not understand why the government rejected both of those amendments, one at the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities, and one in the Senate. 
I would like to hear my colleague's thoughts on the fact that that amendment was rejected, as well as her comments on the importance of providing written results from the investigation to the victim and the employer, and then destroying those documents to ensure full confidentiality.",New Democratic Party,Jonquière,Karine Trudel,Female
2018-10-16,"Mr. Speaker, as I have said several times in the House today, my thoughts are with all the victims. To all those going through a tough time or who wonder what to do, hang on. There are people who can help you. This bill is a step in the right direction. It will not end bullying, harassment, sexual or other violence, but we are here today to improve legislation. My thoughts are with these people. 
Every member of the House should have respect for the victims and I know that to be true. More often than not, victims of an unfortunate incident tend to feel very isolated. I believe I speak for all my colleagues when I say that we all stand with the victims.
I also want to acknowledge the important work done by the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities, the Standing Senate Committee on Human Rights, and both chambers on Bill C-65, which seeks to prevent harassment and violence in the work place. This bill is of general interest and this is a non-partisan issue, as I keep saying.
 Harassment and violence, especially sexual harassment and violence, are too important an issue to allow partisan politics and bickering to hamstring our efforts. On the contrary, this bill needs to free up speech once and for all and empower victims to speak out about sexual harassment, because workplace harassment and violence are still widespread today, even here in Parliament.
 That is why the NDP supports the principle and spirit of Bill C-65. However, in its current form, the bill is not perfect. Sadly, I think Bill C-65 only partially meets its goal of strengthening the harassment and violence prevention regime. Bill C-65 falls well short of addressing all of our concerns or those of the many witnesses who came to testify before the Senate or House committees.
The Senate proposed some good amendments. Some were similar to what I had presented to the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities, although once again, the government rejected more than half of my amendments. At any rate, those amendments would have improved Bill C-65 and helped us address the concerns raised by many witnesses who appeared before the House and Senate committees. 
The suggestions were for simple things, such as recognizing that every employee has the right to employment that is free from harassment and violence, advancing gender equality, addressing issues of racism, and ensuring that the rights of women workers, including those who face intersectional forms of discrimination, are respected, protected and fulfilled. There was nothing particularly radical about these proposed amendments, but they were rejected nonetheless.
On April 26, the national president of the Canadian Union of Public Employees contacted me to discuss the bill. Here is what he said to me:
 I am writing to you today about two serious flaws in Bill C-65 that will undermine the rights of workers affected by violence and harassment in the workplace. 
What flaws could be so worrisome that the union felt compelled to urge the minister to correct them immediately?
That would be the exclusion of health and safety committees from both the complaint and the investigation processes. The process for filing harassment and violence complaints and the investigation process must both continue to benefit from the expertise of these committees. Excluding them makes no sense to me.
The surprising reason given by the Liberals to justify their measures was the purported breach of victims' confidentiality, were they to take part in the investigations by these committees. This is barely credible for many reasons, which I would like to outline.
First of all, the decision to bring these committees into the process was made by the victims themselves. The bill eliminates without a valid reason some options available to victims. It was an additional choice available to the victim, not a constraint that was imposed.
Second, to date, these joint health and safety committees have always received these complaints and successfully carried out the harassment investigations. Their modern investigative methods have always emphasized respect for victims' privacy. By excluding these committees from the investigative process, Bill C-65 is about to eliminate decades of experience, training and work, to say the least. 
 That is not all. If the Liberals truly wanted to protect victims' privacy and confidentiality, then why did they oppose several of the amendments I put forward at the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities, and why did they oppose Senate amendment 7(b)? I had the pleasure of proposing some twenty amendments to the committee, but the Liberals allowed only three of them. Many of the other amendments were not even discussed. The Liberals chose to go straight to a vote and would not even explain why they were rejecting the amendments.
One of the amendments that was voted down without any explanation was a simple proposal from the Confederation of National Trade Unions. Under Bill C-65, joint health and safety committees would not be subject to investigations for privacy reasons. The problem is that such committees still provide a wealth of expertise to victims. Witnesses suggested a logical solution: give the committees codes of practice and a code of ethics that would ensure victims' privacy.
 The government opposed this recommendation without any explanation out of stubbornness or because they did not understand it. It seems to me that excluding these committees from the investigation process is a serious decision. There was certainly no shortage of witnesses who supported the amendment. Unions, associations, and law firms were all in favour, and there are more.
 My speech may not be interesting to some of my colleagues, but I think that the nature of Bill C-65 calls for a little order. If those who want to talk could do so outside or in the lobby, I think my colleagues who want to listen to my speech would appreciate it. I do not think my message was heard.
I will pick up where I left off and perhaps members in the House will keep it down. The expertise of the joint health and safety committees spans decades, but that alone does not explain why witnesses adamantly defended keeping them in the investigative process. The other reason, which is rather important, is the exceptional diversity of the investigators who make up the joint committees tasked with investigating harassment cases. The right of joint committees to conduct investigations has until now made it possible for victims to benefit from an incredible diversity of investigators in terms of colour, religion, age and sex. Such diversity in the profile of investigators is invaluable in a workplace.
Unfortunately, it is clear that this aspect has been removed from Bill C-65, against the recommendations of the International Labour Office.
 In investigations into sexual harassment, the victims will no longer be able to benefit from the expertise or the extreme diversity within the joint health and safety committees. 
It was still possible, at the committee stage, to include a provision in the bill to ensure the diversity of investigators, similar to that made possible by joint committees, that would have applied to all investigators.
That is exactly what one of my amendments proposed. It stated that the choice of investigators, although no longer the purview of the joint committees, must reflect the diversity of Canadian society. Thus, the diversity of investigators, which until now was made possible by the joint committees, would be perpetuated even though the committees were excluded from the investigation.
A balanced representation of Canadian diversity would be assured. Apparently, the recommendation made by the UN Secretariat on labour was not good enough for the government, because it did not let Canada adopt legislation to guarantee equality and non-discrimination in the investigators' profile.
We need to remember that minorities are disproportionately affected by workplace harassment and violence. By ""minority"", I mean members of an ethnic or religious minority as well as lesbian, gay, bisexual, transgender, and intersex workers, and migrant workers. 
 That is why the profile of individuals responsible for the investigation must at all costs reflect diversity. However, it seems that our legislation will not take into account national diversity in the selection of investigators, and I find that very unfortunate.
Those are some of the aspects that were especially important to me, after spending all those hours listening to and reading the recommendations made by witnesses when they appeared before the committee and in their briefs.
In order to respond to their concerns and correct the deficiencies in Bill C-65, I drafted amendments that were not even debated. There has been nothing but radio silence from the Liberal members.
I would like to now move on to other aspects of the bill that the NDP is also concerned about. There are many of them and they have to do with the development of employer policies on harassment and violence, for example.
Some employers said on several occasions that they did not understand exactly what was expected of them when it comes to workplace policies. They need guidance on writing and implementing their anti-harassment policies.
Since the primary purpose of Bill C-65 is to bring about a major change in political and corporate culture when it comes to harassment, we had hoped for more from the government in this regard.
When the witnesses appeared before the committee, they expressed their concerns about the effectiveness of employer anti-harassment policies. The witnesses came up with one solution.
In order to give employers guidance and enhance protection for employees, the witnesses recommended that the Canada Labour Code set out guidelines for what is expected of a corporate policy on harassment in the workplace.
The guidelines should include information about the process for getting immediate assistance in the case of harassment and about the fundamental principles of privacy protection and the processing of complaints.
 The NDP's amendment would kill two birds with one stone. It would help guide employers in developing their internal policies and also enhance protection for employees, who would now be covered by effective prevention policies.
That amendment also would have prevented potentially ill-intentioned employers from shirking their basic harassment prevention obligations through the use of deliberately complex anti-harassment policies that ultimately end up disincentivizing victims.
Unfortunately, it seems the Liberals would rather leave employers guessing about how to write their internal policies, since not one Liberal bothered to say anything about this measure, let alone come out in favour of it. 
Over the course of our deliberations today and tomorrow, I hope to find out what prompted the government to oppose this measure, which witnesses offered up on a silver platter in committee. I hope to get some answers in the next few hours in the House.
Would it not make sense for expectations around policies, specifically anti-harassment policies, to be included in the Canada Labour Code? That is another thing that is conspicuously absent from Bill C-65.
 Once again, there were certainly plenty of opportunities to address the problem, and plenty of witnesses who spoke in favour of such a measure. All our efforts to strengthen the prevention aspect of Bill C-65 were apparently for naught. 
The Liberals put forward an amendment to include a five-year review, which was not at all objectionable and was in fact more than welcome. We all recognized the importance of including a provision to review the legislation over the years. Reviewing workplace violence and harassment provisions every five years is a perfectly justifiable improvement. What is less justifiable is that Liberals refused to support one of my amendments to make the five-year review more effective.
I will give a quick explanation. The Liberals proposed that the department publish statistics on workplace harassment and violence every five years. This is good. It complies with almost all of the recommendations of their own report published by Employment and Social Development Canada in March 2017. Almost. 
In this report, the government lamented the “insufficient data on workplace harassment and violence“, in particular regarding sexual harassment.
The report also pointed out the need for ongoing data collection in order to address this lack of data.
The Liberals remedied part of the problem by proposing that the department publish a statistical report every five years. However, the reality is that we lack data. This lack of data in the statistical report is rather problematic because we will not have the information required to assess the evolution of Bill C-65. 
I will stop here, but I have a lot more to say about Bill C-65. I will have the opportunity to answer questions here in the House and to participate in several more hours of debate.
The NDP supports the principle and the spirit of Bill C-65 but still finds the legislation lacking. We will therefore support the bill on division.",New Democratic Party,Jonquière,Karine Trudel,Female
2018-10-16,"Mr. Speaker, I thank my colleague for his comments. Bill C-65 makes some amendments to the Canada Labour Code that will protect all Canadians. With regard to Quebec, it will be up to those working in transportation and telecommunications, for example. I am thinking of Canada Post employees, who are governed by the Canada Labour Code in matters of health and safety. Some businesses and workplaces are unionized, while others are not.
Yes, the overall objective of Bill C-65 is to raise awareness among the provinces. However, there is one important aspect and that is to have clear provisions that are easy to apply. As I said in my speech, they did not include guidelines to provide direction to employers on how to intervene and establish clear workplace policies to prevent harassment and violence. It is important that we provide direction.
I believe that we amend legislation in the House in order to provide direction. It is vitally important that the Canada Labour Code provide guidance and direction when consultations are held between management and labour. The primary goal of Bill C-65 is to eliminate harassment and violence. We want that to be a thing of the past. Unfortunately, it will always be there. At the very least, we need to have guidelines and clear direction. Unfortunately, Bill C-65 has some gaps. We could have used this bill to make clear improvements.",New Democratic Party,Jonquière,Karine Trudel,Female
2018-10-16,"Mr. Speaker, I thank my colleague for his very important comments.
That is why the guidelines are necessary, but it is true that everything depends on people's good intentions. Everyone starts out with the best of intentions, but sometimes things happen, which is why workplace training is so important. Both management and employees have to be on board. This is about providing guidance, and as a government institution, that is our job.
We have the Canada Labour Code, which is a useful tool in all kinds of workplaces every day. As I explained, Quebec is unique in that only its federally regulated workers are subject to the Canada Labour Code, but the code does provide a framework and set out measures related to training and consultation.
I said earlier that the health and safety committees could no longer intervene, investigate workplaces, and submit reports, so how will we equip workers and businesses with the necessary provisions? That is one of my questions about Bill C-65 that remains unanswered.
I have even more questions. For example, at a unionized business, can the union representative still help the person who is filing a complaint or who is the subject of an investigation related to allegations of violence or harassment?
There are many questions, but the main thing for the businesses is to get the means and the provisions. Bill C-65 is a step in the right direction, but, again, it will not solve every problem. There was an opportunity to make it better and we are still prepared to make proposals.
I hope that workers and employers will be receptive to Bill C-65 and will lead the way on prevention.",New Democratic Party,Jonquière,Karine Trudel,Female
2018-10-16,"Mr. Speaker, I understand the long-standing involvement of the labour movement, with local health and safety representatives on the occupational health and safety committees, has been a very important part in ensuring that the Canada Labour Code works well and that investigations have people on the ground as part of the process.
It is my understanding that in the process of reviewing Bill C-65, the government's amendment to include harassment and violence in the workplace directly in the Canada Labour Code and make it also apply to the parliamentary precinct and the good men and women who support us in our work has been left out.
I would like to hear more about the efforts of our labour critic, the member of Parliament for Jonquière, to try to insert the advice of the labour movement into the draft version of this legislation. What is lost by the exclusion of that long-standing practice to have occupational health and safety committees and their representatives be involved in investigations of workplace harassment?",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson,Female
2018-10-16,"Mr. Speaker, I thank my colleague for her question, which goes to the main point of my speech.
Joint occupational health and safety committees are important. They consist of employer and worker representatives who often receive training. They are not experts, but they at least have expertise in their field of work as well as workplace health and safety training. These people investigate complaints about violence, harassment and bullying. We are going to lose many years of experience.
As an aside, I would like to remind members that complainants were not required to go directly the the health and safety committee. It was one of a number of options. Unfortunately, this option will not be included in Bill C-65. We are also losing cultural diversity. The complainant will no longer be able to choose whether they are represented by a woman or a man. That will not be in Bill C-65.",New Democratic Party,Jonquière,Karine Trudel,Female
2018-10-16,"Mr. Speaker, I thank my colleague for his passionate plea in support of victims of sexual harassment and violence in the workplace.
Listening to some of the points raised by my colleague from Jonquière, it is hard for me to understand the Liberals' position. For example, they refused to allow joint health and safety committees to exist and to allow experts from different backgrounds to represent the complainants.
As everyone knows, the majority of complainants are women of colour from vulnerable communities. Sexual harassment or violence in the workplace leaves victims shaken up. Having a trained expert by their side can often be reassuring. This is part of the trust-building process. 
Doing away with joint committees means losing that expertise and training, which will cause complainants to lose faith in the process when they are being encouraged to file a complaint. More than half of abuse victims do not report their aggressors because they figure that nothing will be done.
Bill C-65 abolishes joint committees despite the fact that they provide a sense of safety, expertise and training in representing the interests of complainants and conduct investigations.
That is ridiculous, and I think those provisions should be returned to Bill C-65. That would give the bill some teeth and enable it to offer some real protection to those who are dealing with harassment and violence in the workplace.",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Female
2018-10-16,"Mr. Speaker, I would like to remind members that unions and even legal experts said that it was a bad idea to remove the joint workplace health and safety committees. I do not understand why the member keeps saying that it is such a good idea and that the Liberals held consultations because this was one of the things that legal experts and unions were calling for and it is not included in the Liberals' bill.
Including statistical data in the five-year review is also key to ensuring that the bill serves as an effective deterrent to harassment and abuse in federal workplaces. That would ensure that we have a detailed, ongoing report, but the Liberals are refusing to include that in Bill C-65. That is one of the tools we have to improve. It would give us feedback so that we could see what is working and what is not and what changes could be made to improve the situation. The Liberals seem to be making a habit of failing to monitor statistics.
The same goes for climate change: 14 out of 19 federal departments have no plan and no means of evaluating whether those objectives are being met. Once again, Bill C-65 contains no means of evaluating the statistical data regularly collected on how things are going in the workplace. This is a major flaw that needs to be—",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Female
2018-10-16,"Mr. Speaker, it is an unusual occasion when the NDP and the Conservatives have substantially the same position on Bill C-65. Both parties are looking for definitions and clarity within the act. 
The Conservatives, we know, are primarily focused on psychological abuses. Will the Conservatives support the NDP's call for amendments to clarify the terms and objectives of Bill C-65, and do our colleagues in the opposition also believe that workers and employers need clear definitions of harassment, violence and psychological harassment?",New Democratic Party,Courtenay—Alberni,Gord Johns,Male
2018-10-16,"Mr. Speaker, when Bill C-65 was at committee, there were repeated requests from the labour movement, from the NDP and from my colleague, the member for Parliament for Jonquière and NDP labour critic, to keep alive the role of occupational health and safety committees.
 They have been extremely important, being made up of both employer and employee representatives, with a great diversity of representation, whether gender, indigenous or racialized. It is something that has worked very well for decades, supporting complaints and investigations under the labour code.
All of those witnesses, including the Public Service Alliance of Canada and others I mentioned, asked that the role of those occupational health and safety committees be maintained. In the case of workplace or sexual harassment, they asked that the complainant have the option to turn to these committees and all the experience they have garnered. The NDP's amendment to have that included in Bill C-65 was rejected by the government side. The Senate proposed the same amendment, and that was also rejected by the government side.
Is it my colleague's view that these occupational health and safety committees truly have no utility here?",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson,Female
2018-10-16,"Mr. Speaker, a theme that was repeated throughout the committee review of Bill C-65, and has certainly been reflected in my colleague's speech, is removing barriers to victims of harassment in the workplace that prevent them from coming forward because they fear privacy concerns. The member alluded to this in his speech.
One of the amendments my New Democratic colleague, the member of Parliament for Jonquière, made at committee was blocked by the government and again in the Senate amendments. It was a provision to ensure the investigation report could be released to the victim and the health and safety representatives, with details such as the workplace redacted, which might reveal things about the victim's identity. 
The question is about how to share the victim's recommendations about changes to the workplace without revealing who that victim is. Are there any comments from my colleague about how that could be accommodated given my understanding is the government has refused those amendments?",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson,Female
2018-10-16,"Mr. Speaker, I thank my colleague for talking about his experience of workplace violence and harassment. That took a lot of courage and it informs the debate. That is why we want to pass a bill. We agree that it moves things along.
They want to change workplace culture, but the Liberals did not want to keep joint health and safety committees. They opposed letting the very diverse experts on those committees, which include people working with LGBTQ communities, racialized people and linguistic minorities, continue to support victims. Under Bill C-65, this will no longer happen.
I would like my colleague to explain why it is important to bring back these joint committees so they can support victims when they face their employers, who can be somewhat intimidating in the workplace.",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Female
2018-10-16,"Mr. Speaker, I read some of the facts of what women were really experiencing, things like 60% of respondents for the “what we heard” report said that some form of harassment in the workplace had happened and nearly half of those people experienced that harassment from someone with authority over them. As a women in politics, it is very important that we in the House always be mindful of the power we have and the work we do.
One of the concerns I have is around the amendments and the lack of action, unfortunately, by the government, and that is the ability of local health and safety committees to do the work, to be part of the process. These are the committees in the workplace that really set up the training. They look at opportunities to ensure they beef up the code of conduct. There are a lot of actions and work. For this bill to take away that ability is very concerning for me. What are the member's thoughts are on that?",New Democratic Party,North Island—Powell River,Rachel Blaney,Female
2018-10-16,"Mr. Speaker, the member obviously cares a lot about this subject and has worked to deal with these sorts of situations. He talked a bit about the importance of privacy. Could he perhaps expand on how Bill C-65 would protect anonymity in smaller workplaces and the parliamentary workplace?",New Democratic Party,South Okanagan—West Kootenay,Richard Cannings,Male
2018-10-16,"Mr. Speaker, I often think that we over here are forgotten.
I have a question for the member who has obviously been very thoughtful on this bill and in his previous experience. I note that this bill will also apply to federally regulated workplaces, including banks, telecommunications and transport. Of course, that would include rail and airlines.
I wonder if the member could speak to this issue. It is one thing to pass a law; it is another thing to have a strategy for compliance. I am wondering what actions are going to be taken by the government to ensure that these federally regulated workplaces actually comply with this law and, in fact, give the remedies that will be available under the legislation, ensuring that all employees working in those work situations will have the full protection of this law.",New Democratic Party,Edmonton Strathcona,Linda Duncan,Female
