speechdate,speechtext,speakerparty,speakerriding,speakername,speakergender
2018-10-16,"Mr. Speaker, my colleague's speech was excellent, eloquent and provided details.
Could the member possibly explain to the House how this bill will help women to be able to work in a safe, secure, free and comfortable environment, free from all kinds of harassment, including sexual harassment, physical harassment and any issue related to harassment, and whether a zero tolerance will be applied?",Liberal,Laval—Les Îles,Fayçal El-Khoury,Male
2018-10-16,"Mr. Speaker, just to reiterate some of my remarks, today we are taking an important step towards making workplaces in federally regulated industries and Parliament Hill free from these behaviours with Bill C-65.
I would note that this piece of legislation is built on the gender-based violence framework, that I referred to earlier in my remarks, to prevent gender-based violence in the workplace, out there in Canadian society, to support survivors and their families, and to develop responsive legal and justice systems.
I would remind all members in this House that we have invested $200 million in the first-ever strategy to address and prevent gender-based violence. This is having a dramatic impact all over our country. We are supporting women's groups. We are supporting other groups that are fighting this scourge that we have in our society.
I want to assure the hon. member and other members in this House that we cannot, we must not rest until we stamp out gender-based violence and sexual harassment once and for all.",Liberal,Winnipeg South,Terry Duguid,Male
2018-10-16,"Mr. Speaker, I want to take this opportunity to thank the hon. member for Jonquière for her work on this particular legislation. My understanding is that she was a very strong voice around the table. 
I also understand that all parties support this legislation. There was a great deal of consensus and one of the reasons for the consensus was the fact that there was wide consultation. HUMA committee listened to many stakeholders, employers and employees. We are having a great debate here in the House and in the other place. Very importantly, the committee consulted the union movement. 
We on this side of the House have been listening to the union movement. Our government has repealed a couple of egregious pieces of legislation that were introduced by the previous government.
To address the hon. member's question directly, as far as workplace committees go, an important item has been added to this legislation. We eliminated the option to not have one of these workplace committees. They are going to be mandatory, not optional. They will play an important role. They will be involved in prevention policies and developing them in the workplace. These committees will have a lot to say about workplace culture.
On the issue of whether they will deal with individual complaints, there has been a great deal of emphasis in this legislation on ensuring privacy and ensuring that these committees do not deal with individual complaints.",Liberal,Winnipeg South,Terry Duguid,Male
2018-10-16,"Mr. Speaker, on the issue of data, under our gender-based violence strategy, we are creating a knowledge centre. We are going to be partnering with Statistics Canada to dutifully collect data on harassment and gender-based violence in the country. We are going to be sharing best practices with groups from across the country, such as unions, employers and others. The data issue is very important to our government. We are an evidence-based government.",Liberal,Winnipeg South,Terry Duguid,Male
2018-10-16,"Mr. Speaker, I appreciate the comments the member across the way made in addressing this important, and as I argued earlier, somewhat historic legislation before us. From a national perspective, the government is demonstrating leadership by trying to deal with the issue.
The member reflected on her own personal experience. I have been a parliamentarian for many years, close to 30, and I have found that in the last number of years, such as with the #MeToo movement, many individuals have been brave enough to come forward and share their experiences. It has heightened the level of importance of this issue. It is encouraging to see all-party support and Senate support.
 I am wondering if my colleague can provide her thoughts on why we have seen a significant change over time in dealing with this issue. In the first 10 years of my political career, it was never really talked about.",Liberal,Winnipeg North,Kevin Lamoureux,Male
2018-10-16,"Mr. Speaker, it is an unusual occasion when the NDP and the Conservatives have substantially the same position on Bill C-65. Both parties are looking for definitions and clarity within the act. 
The Conservatives, we know, are primarily focused on psychological abuses. Will the Conservatives support the NDP's call for amendments to clarify the terms and objectives of Bill C-65, and do our colleagues in the opposition also believe that workers and employers need clear definitions of harassment, violence and psychological harassment?",New Democratic Party,Courtenay—Alberni,Gord Johns,Male
2018-10-16,"Mr. Speaker, the parliamentary secretary and our hon. colleagues have said how far we have come with respect to the #MeToo movement. Perhaps we have come far, but the Prime Minister missed a very real opportunity to stand up and be a leader this summer, instead of deflecting and denying in his answer about the serious allegation of groping.
I am wondering if my hon. colleague feels that the Prime Minister had a real opportunity to come forward and show true leadership and right a past wrong.",Conservative,Cariboo—Prince George,Todd Doherty,Male
2018-10-16,"Mr. Speaker, I am pleased to have the opportunity to debate Bill C-65 in the House today. This bill represents a major step forward in enhancing the rights of victims of sexual harassment and violence.
I would like to begin my thanking my Conservative colleagues who sit on the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities for their excellent work on this bill. They successfully brought in a number of changes to the bill. For instance, they proposed a change aimed at transferring certain powers from the Minister of Labour to the deputy minister, a non-partisan civil servant. This change ensures that there can be no appearance of political interference in an investigation into complaints of sexual harassment committed by a member of the House.
I have spoken before in this House about the #MeToo movement in general and its importance. It is a movement that has had a powerful impact. It has helped women who are survivors to see that they are not alone. It has helped many men who were previously unaware to gain a greater understanding of the all too common experience of harassment and violence that has affected the lives of many women. I have always believed that men need to seek to engage these conversations in a supportive way, especially in terms of talking to and challenging other men about their behaviour. We all need to be part of the solution.
Before getting elected, I had the honour of serving on the board of a local organization called Saffron, which provides public education programs aimed at prevention, as well as counselling and support to survivors. Saffron was obviously engaged with these issues long before the #MeToo movement but it has found a significant increase in the number of people coming to it for counselling ever since the movement began. This growth is the result of people coming forward to talk about historic trauma, events that have happened in their past, maybe even decades ago, that they had not felt ready or empowered to speak about even in private until the current moment. It is certainly positive that people are now feeling able to come forward and discuss things that have happened to them in the past. 
There is one particular issue, perhaps challenge, that I want to discuss today with respect to the #MeToo movement. I read with interest some discussion in the news recently revisiting the actions of former U.S. president Bill Clinton with a former White House intern. Hillary Clinton told a CBS correspondent that the relationship between the most powerful person in the world and an intern did not constitute an abuse of power because the 22-year-old intern was an adult. 
About the interaction itself, that intern, Monica Lewinsky, recently wrote an essay in Vanity Fair, and I want to quote a passage from it. She wrote: 
 Just four years ago, in an essay for this magazine, I wrote the following: “Sure, my boss took advantage of me, but I will always remain firm on this point: it was a consensual relationship. Any ‘abuse’ came in the aftermath, when I was made a scapegoat in order to protect his powerful position.” I now see how problematic it was that the two of us even got to a place where there was a question of consent. Instead, the road that led there was littered with inappropriate abuse of authority, station, and privilege. (Full stop.) 
 Now, at 44, I’m beginning (just beginning) to consider the implications of the power differentials that were so vast between a president and a White House intern. I’m beginning to entertain the notion that in such a circumstance the idea of consent might well be rendered moot. (Although power imbalances—and the ability to abuse them—do exist even when the sex has been consensual.) 
 But it’s also complicated. Very, very complicated. The dictionary definition of “consent”? “To give permission for something to happen.” And yet what did the “something” mean in this instance, given the power dynamics, his position, and my age? Was the “something” just about crossing a line of sexual (and later emotional) intimacy? (An intimacy I wanted—with a 22-year-old’s limited understanding of the consequences.) He was my boss. He was the most powerful man on the planet. He was 27 years my senior, with enough life experience to know better. He was, at the time, at the pinnacle of his career, while I was in my first job out of college. 
I think this episode from American politics and the striking contrast between Hillary Clinton's words and Monica Lewinsky's words are important for our understanding of the #MeToo movement and the dynamics around harassment which can exist in the workplace. The continuing way in which this episode is regarded by many partisan Liberal progressives is, I think, important as well. 
The #MeToo movement calls on us to set a new standard for behaviour, to demand women be treated with respect, and to hold those responsible for violence and/or harassment accountable. That standard of behaviour and the appropriate standard of evidence associated with accountability must be set in a consistent way. There ought not to be a Republican standard and a Democrat standard, a Conservative standard and a Liberal standard. There ought not to be a difference between a prime minister of Canada standard and a leader of the Ontario PC Party standard. There must be a human standard enforced in the same way in all cases.
Failure to apply an equivalent standard across parties allows any perpetrator to use political divisions and inconsistent application of standards as an excuse to avoid accountability. The infection of partisanship into the evaluation of cases very clearly risks weakening the universality of condemnation that should be associated with these kinds of abuses of power.
As an avowed partisan, I do understand the temptation to stand by one's man while firing arrows across the aisle. Standing with one's team is the instinctive human response, further enforced by the norms of our political system.
The #MeToo movement undoubtedly provides political parties with an opportunity to accuse their opponents and perhaps also even an excuse to purge unpopular people from their own ranks. We see elements of this as well of someone possibly being purged on the basis of allegations but also the same person having substantial policy disagreements with the leadership of the party.
Those of us who believe in the importance of this movement must ensure we resist the temptation to evaluate allegations through a partisan lens. This movement is too important for its impact to be lost in partisan rancour. That is true on either side of the border.
As with Bill Clinton, we also had a case here in Canada where a powerful self-identified progressive and feminist leader faced serious allegations of sexual misconduct. It has been alleged, and we have talked about this in the House, that the Prime Minister was involved in the past in a “groping” incident. This allegation was made against the Prime Minister before he had entered politics. Those who talk about believing women and believing these allegations need to consider it seriously and seek to put aside their partisan hats when they make those evaluations.
In response to these allegations, the Prime Minister has said that people can experience things differently. That is perplexing, in so far as it is true people can have a different response to the same events, but events are events. In the question of appropriate behaviour, there is a subjective as well as an objective element in harassment. Certainly, the word “groping” being used in the editorial implies very strongly the crossing of an objective line.
I do wonder parenthetically what the response of my friends on the left would have been if Justice Brett Kavanaugh had said in response to allegations against him that people experience things differently. As well, the response from members of this House is interesting. The minister responsible for bringing forward this legislation, the former minister for the status of women, had the following to say about the Prime Minister's response to these events:
 I'm actually proud of a prime minister that understands that you can believe that you didn't have negative interactions with someone—I think we can think about this in all kinds of different situations—and find out later that someone perceived that interaction in a completely different way, and reflect on how our behaviour and the way that we make our way in the world impacts other people. 
Of course, we should consider how certain things can affect the subjective experience of others, but there is an objective element to inappropriate behaviour. There are things a person ought not do to another person and ought to know, and yet we have the former status of women minister standing up for the Prime Minister in this context. I would have thought that the role of the minister for the status of women would be to speak to the Prime Minister and cabinet on behalf of women, not to be defending the Prime Minister's action in every case, including in allegations of inappropriate action toward women.
The #MeToo movement responds to a reality that some men, who have often enjoyed disproportionate power and prestige in the workplace, take advantage of their position at the expense of women. It should trouble us then if the way in which the adjudication and debate about #MeToo allegations works out in practice is to make examples of some men while still allowing some of the most privileged and self-identified progressives to escape being held accountable. These are serious challenges that we must face up to as we go forward.",Conservative,Sherwood Park—Fort Saskatchewan,Garnett Genuis,Male
2018-10-16,"Mr. Speaker, I thank my colleague for his speech.
As everyone knows, for our government, harassment and sexual violence of any kind are clearly unacceptable, period. I heard the criticisms advanced by the member opposite, but I would be curious to know what mechanisms his party has put in place specifically to ensure that harassment and violence against women are not tolerated. 
What concrete action has his party taken?",Liberal,Avignon—La Mitis—Matane—Matapédia,Rémi Massé,Male
2018-10-16,"Mr. Speaker, certainly every time there have been cases of this, and I can think of some not impacting our caucus in particular but affecting our sister parties at other levels, there has been a very strong and very swift response. People within our political movement have not tolerated the kinds of alleged actions we have seen presented against people who have been involved across the political spectrum. If we see the responses that have happened in various provinces, we have seen the strong response, the way in which people within our party and our movement in particular view these things, that it is completely unacceptable that people would abuse their position in the ways that we talked about.
Again, the proof is in the pudding in terms of our response. We encourage other parties to be engaged with a similar level of seriousness.",Conservative,Sherwood Park—Fort Saskatchewan,Garnett Genuis,Male
2018-10-16,"Mr. Speaker, every time my colleague speaks, I listen with rapt attention and again, the member's speech was an amazing one.
One of the things he touched on briefly that I would like him to flesh out a little more was the media complicity in some of these scenarios. I noticed that the Canadian media was enthralled with the Kavanaugh case. From my perspective, it looked like we spent two weeks on that set of allegations and yet when our own Prime Minister is faced with allegations, we seem to spend about two minutes on it. I wonder if my colleague has any comments regarding that.",Conservative,Peace River—Westlock,Arnold Viersen,Male
2018-10-16,"Mr. Speaker, I do not have much experience personally in the media business. It is not really my area of expertise, the editorial decisions they choose to make and not make. 
It does seem in general that in Canada we have a great deal of interest in what happens in the United States. Sometimes the dynamics are very engaging to watch, but at the same time, judicial legislative processes in the United States are not things that we have any kind of direct control over. Our focus should probably be on asking how we respond to these issues and hold people accountable in the Canadian context. 
During the summer there was a very serious allegation. There was some coverage about the issue in the media in terms of the Prime Minister's alleged action, the allegations that came out involving groping a number of years ago. There has been some discussion of this in the media. It is a question of the response that has come from people at the political level. I mentioned the words of the former status of women minister, the minister responsible for bringing this forward and her decision about how to communicate about that issue. We have not heard any criticism from members of the government on the way the Prime Minister handled this or the words that he spoke. 
My contention is that we need to respond to these issues in a way that sets a human standard for behaviour, not a this is the position for this party and this is the standard for someone else.",Conservative,Sherwood Park—Fort Saskatchewan,Garnett Genuis,Male
2018-10-16,"Mr. Speaker, I have a lot of respect for our hon. colleague. I listened intently to her speech. I have a very simple question.
In the member's opinion, do victims of harassment and violence experience such violations differently from the perpetrators?",Conservative,Cariboo—Prince George,Todd Doherty,Male
2018-10-16,"Mr. Speaker, I have some concerns with the bill. I agree with my colleague, and I commend the committee for its work in accepting amendments from various parties. 
Looking through the bill, though, I believe there are still some gaps in terms of ensuring that we take politics out of the decision-making. In one aspect, there is a portion of the bill that states that no complaint can come forward after an employee has been out of that employment for three months. However, the minister of labour has the authority to extend or offer an exemption to that timeline, in perpetuity. I am concerned that this introduces politics into this legislation, which we worked very hard to eliminate. 
I would like the member's opinion. Are there some opportunities to work further to improve this bill and remove any options or any optics of political influence in this legislation?",Conservative,Foothills,John Barlow,Male
2018-10-16,"Mr. Speaker, I had the great pleasure to work alongside the member for Ottawa—Vanier, and I attended many of the meetings when the committee brought witnesses to deal with the legislation. 
I would like the member to share with the House just some of the people who came and presented testimony. I was taken by how well prepared they were and the consistency of what was heard through that testimony. Could she share with the House and put on the record those groups that had an opportunity to present, both at the committee and through a number of written submissions as well?",Liberal,Cape Breton—Canso,Rodger Cuzner,Male
2018-10-16,"Mr. Speaker, I appreciate the opportunity to ask my hon. colleague this question one more time. Perhaps, in my delivery, I was not succinct and clear. I want to give her another opportunity.
In our hon. colleague's opinion, could the victims of violence and harassment experience such violations differently from their perpetrators?",Conservative,Cariboo—Prince George,Todd Doherty,Male
2018-10-16,"Mr. Speaker, it is a pleasure to rise today and speak to Bill C-65, which is an important piece of proposed legislation. I gather from all the presentations today that all of us in the House understand that this legislation is overdue. As elected officials and members of Parliament in the House of Commons, I do not think there is any doubt that we should be the ones to set the example. Canadians across the country look up to us, and it behooves us as members of Parliament to ensure that leadership comes from the top down and that we are the ones taking the lead on an issue such as this.
All forms of harassment, sexual violence, discrimination and bullying are unacceptable in our society today. That has been very clear, not only from the presentations and interventions in the House but in the media and society as a whole. We have seen that the time has come where these types of actions are simply no longer acceptable. They probably should never have been acceptable, but now with the coverage and the change in society, this has certainly come to a head. Therefore, it is important that we enact this legislation, Bill C-65, but I also think Canadians expect us to make sure we do it right.
Like many of my colleagues who have spoken today, I too am a father. I have three children. My youngest actually leaves her teenage years today. It is her 20th birthday, which makes me feel very old. 
As my wife and I raised our three kids, we certainly encountered various instances of bullying and harassment in school and in sports. I understand, as I think every parent in the House does, the profound and long-lasting impact that had on my children from when they were in elementary school to their lives now as young adults. We cannot underestimate the long-lasting impact that these types of inappropriate activities have on our children, which certainly leads and shapes how they are as adults. 
Therefore, I am very proud of the work that was done at committee and within the House on Bill C-65 to ensure that we get this right, that we lead by example, and that the example starts right here in the House with this proposed legislation, which is a good first step forward. 
However, as many of my colleagues have said, I believe that some pieces of the proposed legislation are concerning. When we are hearing allegations that for powerful officials, elected representatives or people in business there is a two-tiered system or a two-tiered level of acceptance, that is where we have to ensure that we get this right and that we are going in the right direction. 
As I said, I truly believe Canadians are looking at us today to set the right example. They want to see that we are taking action, and that the action we are taking means every single Canadian is treated equally and with respect, and that their stories hold the same weight as any other Canadian, regardless of that person's position of power or as an elected official.
 Unfortunately, I do not believe that is in the spirit of the bill before us. We simply cannot have a system where people in power do not face the same consequences as any other Canadian. 
I will tell members a quick story. I was watching the news on the weekend, as I do just about every weekend, and I saw an interview on CBS with former first lady and secretary of state Hillary Clinton. She was asked whether or not her husband and former president of the United States, Bill Clinton, should have resigned as president after the sex scandal with his intern, who was 22 years old at the time. 
As a father, but certainly as an elected representative and member of Parliament, I was appalled by her answer. Her answer was that he should not have stepped down, that the intern was an adult, and that this was a consensual relationship. That is certainly not the type of answer or the attitude that we are expecting in today's day and age, especially from a well-respected Democrat in the United States who tried to become the president of the United States. She just sloughed off this issue, saying that they were consenting adults despite his being 27 years her senior and in a very influential position of power. He was the president of the United States. 
I would profess that had anybody else been in this situation, I think Ms. Clinton would have had a very different response. We have seen that across all spectrums of society, whether it is Mr. Weinstein or Mr. Cosby. It concerns me that in today's society, there seems to be this development of a two-tiered system, where people in power are somehow exempt from the same repercussions as any other Canadian.
That was also quite evident earlier this summer when the Prime Minister, albeit it occurred 18 years ago or in that range, was accused of inappropriate behaviour with a newspaper reporter. He did not apologize and there were no consequences within the House of Commons or Parliament. It is very important for us, as parliamentarians, that we send a very strong and clear message to Canadians with Bill C-65 that these actions will not be tolerated, regardless of one's position, one's job title and certainly if it is the Prime Minister.
 That reaffirms why this bill is so important. It is behaviour such as this that Canadians and members of Parliament can no longer tolerate. We have to send a message and set the tone for the rest of Canada.
The legislation would impact more than 900,000 employees in federally regulated areas. It would cover nearly 8% of workers actively employed in Canada. Therefore, the impact of the legislation would be quite profound.
 Bill C-65 aims to protect federal public service employees and federally regulated employees, including staff working on Parliament Hill. I think all of us would agree that these employees are exceptionally talented and very important to us as elected officials. If it were not for them, we certainly would not be able to do the day-to-day tasks expected of us. Before this legislation, things were traditionally kind of in a gray area for these employees. They were not sure where they fell when issues of harassment or even bullying occurred in an office and where they could turn for support. This is an extremely important point in the legislation.
Sexual misconduct, sexual harassment and bullying certainly have no place in Canadian society, especially within our political system and on Parliament Hill. By electing us, our constituents across Canada have shown an incredible trust and confidence in us. Each and every one of us should take that responsibility to heart. When they cast their votes, they expected us to represent then with the utmost professionalism, to be above reproach. I dare say constituents look to us and hope to be very proud of the men and women they have selected to represent them in the House of Commons. They look at us to personify their values and the things that are important to them, their friends, their families and certainly their communities.
It is our duty to act in a manner that behooves a member of Parliament, to set a very strong example not only for our colleagues in the House but our staff and certainly and foremost for our constituents. That is why I am voicing a bit of frustration with the bill today as there clearly seems to be two-tier treatment for how people in the House will be treated.
 I have been here for just over four years, so I do not have the experience of some of my other very esteemed and honourable colleagues. However, in my short four years, I saw colleagues removed from NDP and Liberal caucuses when allegations of harassment were made. I do not want to judge the validity of those charges, that is not for me to do, but the action in those cases was very swift. A lot of those colleagues were not re-elected, which is the decision of their constituents. However, their leadership teams and caucuses acted very quickly in addressing these situations.
However, it is a much different approach for the Prime Minister and members of cabinet when similar allegations are made against them. It seems that serious allegations of harassment cannot be set aside simply by saying that we remember things differently. We cannot have ministers calling their colleagues ambulance chasers or Neanderthals. That is not acceptable behaviour. We are at a level where Canadians expect us to be beyond that.
I want to go back to this summer. We should focus on that with respect to where this legislation should take us. When the Prime Minister spoke about the allegations that were raised to him regarding the reporter in BC, he said that this should be a reckoning for us all. I agree. This legislation should be a reckoning for us all. It should be tighter, more succinct and stronger than it is.
Protecting our employees and ensuring we have a safe workplace should be unequivocally a non-partisan issue. All of us in the House should be working together to ensure we put the best legislation forward.
When we had some discussions with department officials about Bill C-65, I asked about the investigation guidelines. If members have a chance to take a look at it, it is a flow chart of sorts when complaints are made. Complaints against a staff member go in one direction and a complaint against members of Parliament goes in another. It was important to try to take the politics out of the investigation and the decision-making system.
When I asked department officials if some of the regulations in the bill would be equally enforced on members of cabinet and a prime minister as they would be on any other member of Parliament, I was concerned when they said they were unsure. They did not know if that was truly the case.
Another element in the bill is that a complainant cannot make a complaint against an employer after he or she has been out of the position for three months. Once a complainant has left that position for whatever reason, he or she can no longer file a complaint against the employer. However, the minister of labour of whatever party is in government would have the authority to waive that timeline in perpetuity. It could be three months, three years or 30 years. Again, that brings political influence into the bill. I again want to commend members of the committee who worked to accept amendments from all parties to ensure we tried to eliminate that whenever possible
However, there are still some gaps in the legislation that are open to political influence and we have to be cognizant of that. The optics of the bill have to ensure that there is no political influence when it comes to cases of sexual harassment, harassment in the workplace and certainly bullying.
When I again asked department officials if the minister would be able to make a decision on exempting a former member of Parliament or an existing member, a cabinet minister or a prime minister, they answered that they did not know. We should be aware of that as we follow through on Bill C-65.
There are some good regulations within the bill. Again, the Conservatives will be supporting Bill C-65 as we move it forward. It is an important step but it is just one step. 
For example, under the previous wording in the bill, a person who was a victim of harassment by his or her immediate supervisor had to deal directly with the harasser. With the changes to the bill, that would no longer be the case. Victims will not have to deal with the people they are complaining against or who have allegedly attacked or harassed them, which is important. It will ensure that anyone who does have concerns or does have a complaint can feel comfortable that he or she will not have to face the accused in that matter.
The previous wording would have put any victim in a very challenging situation. We heard that at committee when witnesses came forward with their stories, and I appreciate all of them for doing that. It can be very difficult to relive that situation. People do not want retell their story over and over again. I appreciate the effort the witnesses made because it helped us to build this legislation. 
Prior to that, if victims or alleged victims had to face their accusers to tell their stories, I think it may have deterred a lot of them from coming forward. They once again would have felt violated. They would have had to confront their harassers and they certainly were not provided the proper resources or the proper tools to deal with that. This was why the proposed amendment, which was accepted, to ensure that victims would not have to go through that situation again was very critical. They would put forward their complaints to a third party.
A third amendment introduced clause 2.1. It added a new text which would amend the Canada Labour Code to explicitly guarantee the ability of complainants to see redress through the Canadian Human Rights Commission. This would also provide greater certainty to those who experienced workplace violence and harassment. That is another important piece of the bill.
Another amendment to clause 11.1 would ensure that the minister's annual report would contain and categorize statistical information related to the prohibited grounds of discrimination under the Canadian Human Rights Act, which is also a very positive step forward. 
I am proud of the initiatives that our Conservative caucus brought forward as part of the amendments to the bill. Through this process over the last year, we have certainly ensured that our staff are aware of the resources available to them and we have had training sessions. All members of Parliament went through mandatory harassment training, which I think was a very positive experience for all of us. It is very important for us because we want to eliminate harassment. We want to ensure that our employees, our colleagues and the people who we work with here for very long hours each and every day feel comfortable in their workplace. 
It is important for members, not only as leaders in our offices but also as leaders in our community, to be aware of how we handle these situations if a staff members feel harassed or uncomfortable. It is important they be aware that there is a system and that guidelines are in place for them to file their complaints and have them resolved.
Knowledge is a powerful thing. The more people who know about their rights and responsibilities regarding issues of harassment and discrimination, the better off they will be and the happier they will be in their lives and in their workplace. We must let our employees know where they can go for assistance. We also need to give them the basic tools and support for them to speak up for themselves and resolve these issues as efficiently and easily as they can.
Staff members are critical to our everyday lives. However, this is larger than just what happens on the Hill. As a father, I want to see protections in our workplace and our communities and I want to see a cultural shift so everyone understands that harassment will not and cannot be tolerated. We are seeing a shift. It begins with us standing up against it, talking about it and proactively changing the dynamic. Creating a safe environment starts here, but we have to do that for everyone.
I urge all members of the House to practise what we preach and show Canadians that we are serious about zero tolerance for harassment and bullying. No one should be exempt from these new rules. No one should be able to shrug off a complaint or an allegation by simply saying he or she remembers it differently.
For this to work, Canadians need to know they will be protected, that they will be believed, that they will be treated equally and that they will be respected. No one is above the law. We in the House must set the example. We must be the leaders and that leadership comes from the top down.",Conservative,Foothills,John Barlow,Male
2018-10-16,"Mr. Speaker, I appreciate many of the comments that members have put on the record, addressing this important and arguably very historic legislation before us.
 I want to pick up on one aspect, which is the whole issue of bravery. It takes a great deal of courage for victims to come forward. I go to a local restaurant every Saturday. Over the last couple of years in particular, people have come forward to share their stories. It is a very emotional time and it is very important we respect that. We have to try to see it through the eyes of the victim and demonstrate empathy where we can.
My colleague touched on the importance of people feeling comfortable in coming forward. Would he expand his thoughts on that aspect, recognizing that the legislation is a significant step forward but that there still are other things we can do?",Liberal,Winnipeg North,Kevin Lamoureux,Male
2018-10-16,"Mr. Speaker, my colleague's question really hits on one of the major themes in my presentation. Absolutely, we want to ensure any Canadian feels comfortable coming forward, whether to a colleague at work or through something more formal that we are trying to put together as part of Bill C-65. 
The concern I have is that, as part of this bill, we are telling Canadians that in the House of Commons and the federal government there is zero tolerance for harassment and bullying in the workplace. However, it is very important we practise what we preach. As my colleague said, if we want to take the view of the victim, I agree with that. If the victim comes to us or to somebody to make a complaint, then we have to take that complaint seriously. We cannot say that person experienced the incident differently.
I am very concerned we are sending a double message to Canadians that if they are in a specific position of power, or they are in a position of authority, their story would not have the same credence as anybody else. I am very concerned we are sending a very poor message to Canadians. What we should be sending is that no matter who they are, no matter what position they are in, they are under the same status as anybody else. That is a very important message.",Conservative,Foothills,John Barlow,Male
2018-10-16,"Mr. Speaker, I was not a member of the committee at that time so I do not know the background of that amendment, but I appreciate the member bringing it forward. I agree to some of her comments, and I do think it is the victim's right to understand as much information as possible that went into the decision, whatever the decision may be. However, as part of that, I also believe it is just as important to protect the privacy of those involved in an investigation.
I am pleased to see some of the portions of Bill C-65 go a long way to ensure the protection of both parties in an incident, whether it is the victim or the accused. Both parties have to ensure their privacy is protected. A very critical piece of this legislation is to ensure those people feel safe coming forward and that their identity may not be revealed to the complainant, but I think that goes both ways.",Conservative,Foothills,John Barlow,Male
2018-10-16,"Mr. Speaker, I want to commend the parliamentary secretary for two things before I go forward. One, I know the restaurant he is talking about, and he eats there every Saturday when he is back in the riding. If somebody like myself just even drives by it, we gain five pounds or 10 pounds.
The other thing is that he said something very important in this debate. When somebody comes to us with a complaint or to share a story of violence or harassment, as leadership, we should always look at it through the lens of the victim. I want to give our hon. colleague another opportunity to talk about a real missed opportunity that the Prime Minister had. Rather than looking at it through the lens of the victim, instead he offered more of an excuse and a denial rather than an apology. I want to allow our hon. colleague to expand on his comments on that a little further.",Conservative,Cariboo—Prince George,Todd Doherty,Male
2018-10-16,"Mr. Speaker, I agree. When we are making legislation like this we are telling Canadians we are accepting a leadership role in trying to change how society views some of these issues. In this case it is harassment and bullying. 
The leadership starts with the Prime Minister of Canada. He had a very unique opportunity this summer when these allegations came forward. I want to reiterate the Prime Minister did not deny this happened. He just said they viewed this occurrence differently. He had an opportunity to take a very strong leadership role and send a strong message to Canadians that no one is exempt from these types of charges. We were all in high school, or university, or college. We probably have all had our moments we were less than proud of, but the Prime Minister could have taken that chance to simply apologize, tell the young women he was out of line and that it is not something he has done in his adult years. However, he did not do that. Instead, he deflected and probably made this victim feel even worse than she felt 17 or 18 years ago when she made this allegation in a newspaper report and talked about how horrible she felt that the future prime minister treated her, and acted, this way. Not only did he not apologize, but he said if he had known she was a reporter for a national newspaper, he would have treated her differently. Again, it puts her on a different level. It belittled her that she was not important enough for him to even notice. That sends a very poor message.",Conservative,Foothills,John Barlow,Male
2018-10-16,"Mr. Speaker, it is important that we do not lose the focus on the legislation itself. It is a very progressive piece of legislation. As much as the national government is demonstrating a very strong leadership role, and we have seen the support coming from the Senate and members of all sides of the House, there is also going to be a role for other jurisdictions. I am thinking specifically of provincial entities and the labour forces they are a responsible for. 
I wonder if the member could provide his thoughts on how important it is that not only do we leave it at this legislation, but we also look at what we could be doing to work with other stakeholders, such as provincial or territorial workforces.",Liberal,Winnipeg North,Kevin Lamoureux,Male
2018-10-16,"Mr. Speaker, as I said in my presentation, I will be supporting Bill C-65 because I believe it is an important step forward that we set the tone and show a leadership position on this issue and work with the provinces to come up with regulations and rules around sexual harassment in the workplace. 
I know the parliamentary secretary is working very hard to change the subject on what our concerns are with this legislation. No matter how historic they believe the legislation is, we cannot put that forward to Canadians and say, “Do as I say, not as I do”. That is not the message we should be sending. 
The message we are sending is that this is for everyone else, but when it comes to cabinet and the prime minister of Canada, there are different rules. We have to be very cognizant of the fact that Canadians are looking to us to set the example and show leadership. That is what we are asking the Liberal government to do.",Conservative,Foothills,John Barlow,Male
