speechdate,speakeroldname,maintopic,subtopic,speechtext,speakerparty,speakerriding,speakername
2018-01-29,"Mr. Nick Whalen (St. John's East, Lib.)",Government Orders,Canada Labour Code,"Madam Speaker, I have a two-part question. The first part is with respect to the existing processes for learning more about sexual harassment in the workplace. My staff and I have done a webinar that relates to this topic. It is training that is available to all members and their staff in the House of Commons. Have the member and his staff had an opportunity to do this, or will they?
 Second, the member raised the topic of the executive, legislative, and judicial roles of this legislation potentially being harmonized within the minister and whether that is appropriate. Does the member feel that there is a particular officer of Parliament in whom this adjudicative role should reside? Does he have an opinion on it?",Liberal,St. John's East,Nick Whalen
2018-01-29,Mr. Ted Falk,Government Orders,Canada Labour Code,"Madam Speaker, the training the House offers to members and their staff is very good. I encourage all members and their staff to participate in that training. It provides a good framework for the basis of a healthy and functioning office, one that will give good results and provide an environment that is safe and respectful to all individuals.
As for the adjudication of complaints, I appreciate very much the part in the legislation that allows for mediation. That is a very important part. When an individual has the freedom to engage a supervisor or an employee about a sexual harassment claim, I think that is good. However, we and our staff would be better served if there were an outside third party set up where someone could lodge a complaint. The complaint could be lodged confidentially with that third party. It could then be investigated confidentially and a response given as to whether it was a complaint suitable for mediation or it needed to be escalated through the ranks.",Conservative,Provencher,Ted Falk
2018-01-29,"Mr. Jim Eglinski (Yellowhead, CPC)",Government Orders,Canada Labour Code,"Madam Speaker, the member mentioned that he was concerned about overlapping jurisdiction and rules. I have been involved in the government since 1968. I did not want to go back that far, but that is when I first started. We have had study sessions on these matters starting in the mid-seventies through the eighties, nineties, and two-thousands. I have taken a number of different courses. 
Bill C-65 has to be pulled together to make it work as one unified bill. I wonder if the member would like to speak to how we can pull it all together so there is one bill respecting different agencies within the government and within industry.",Conservative,Yellowhead,Jim Eglinski
2018-01-29,Mr. Ted Falk,Government Orders,Canada Labour Code,"Madam Speaker, ideally, one single process would be the best way we could provide a solution for what Bill C-65 is hoping to address. Under employment standards, if parliamentarians and senators fell under that legislation, we would be well served. There would be a clearly defined process whereby an independent third party would properly investigate a complaint in confidence so that the person bringing it forward would not need to feel that his or her job was threatened, and the person being accused of inappropriate behaviour would have the protection confidentiality would provide until the investigation was complete and further action required. A central agency looking after that under employment standards would be the ideal place for it. ",Conservative,Provencher,Ted Falk
2018-01-29,"Hon. Steven Blaney (Bellechasse—Les Etchemins—Lévis, CPC)",Government Orders,Canada Labour Code,"Madam Speaker, I am pleased to speak this afternoon to a bill that seeks to amend the Canada Labour Code with regard to harassment and violence.
I thank my colleague from Provencher for making valid arguments and reiterating our party's position. We support the bill at second reading. I just came from the meeting of the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities, where we are getting ready to receive this important bill that we would like to improve.
This bill was introduced on November 7, 2017, by the government, but in light of recent events, we see that it is quite timely. In her speech today, the minister indicated that we can find a definition of harassment in the Canada Labour Code. However, we could learn from the experience and legislative expertise in Quebec on the matter.
What do we mean when we talk about psychological harassment? We must clearly define what we are talking about. According to the Commission des normes, de l'équité, de la santé et de la sécurité du travail, it is vexatious behaviour. It is harmful or humiliating behaviour that is displayed repeatedly or during a single and serious incident by hostile or unwanted behaviour that undermines the dignity or integrity of the employee and which has repercussions on the workplace. It may range from ridiculing the person or their work, isolating them, preventing them from speaking, making offensive or defamatory comments or gestures about or toward them, unsettling, threatening, or assaulting them, or making them suffer reprisals. The person is discriminated against, ostracized, and isolated.
We will likely consider these elements during the committee study to ensure that psychological harassment and physical violence are properly defined in the bill.
Harassment obviously has many consequences. The person might feel victimized. Their integrity was undermined, their self-worth compromised. This has a serious impact on self-esteem, leading to a loss of motivation and potentially to physical or mental health repercussions. The person sometimes tries to stay away from a workplace where there is a risk of accident or disability, for example, or where they feel ostracized. There may be personal issues. This can even lead to job loss, firing or absenteeism due to illness, not to mention financial problems.
Harassment is a serious problem in the workplace, and we must work to eliminate it as quickly as possible, because it has negative consequences not only on the victim, but on the work environment and productivity as well. 
The minister has tabled a bill that will require federally regulated companies to adopt a prevention policy and to investigate and report on all cases of harassment that are brought to their attention. They will also have to provide psychological support to employees affected by harassment.
Currently, there are no sanctions in place against the employees at fault. However, recommendations may apply to the companies. Today we discussed two components, namely employees in federally regulated workplaces and political staff. However, the initial steps are the same. Once a policy is in place, the employee can go to their employer to file a complaint. If the complaint is not resolved, there is an optional mediation process. After that, the file can be assigned to an investigator, referred to as a competent person. My colleague just mentioned the importance of properly defining who would be a competent person to handle complaints.
However, as we heard today, we want the process to protect the integrity of those who feel they were assaulted, those I believe are victims, because we care about them. That is why I asked the minister this morning to ensure that anyone who at any time believes that they have been the victim of assault to be able to report it to a third party that is not the employer. We will have to discuss that in committee. In the case of employees under federal jurisdiction, the third party would be the Department of Employment, Workforce Development and Labour. That is important because we do not want anyone who feels they are the victim of assault at the hands of their employer to reach out to Employment and Social Development Canada only to be told that they need to talk to their employer. That would be unfortunate. We want to protect victims, who are at the heart of the process, and ensure that the process does put obstacles in their way as they attempt to access the main resource, which is the Department of Employment, Workforce Development and Labour, the third party with investigative power. That is for employees under federal jurisdiction.
The same process applies to employees of political staff. It involves becoming familiar with the policy, talking to the employer, and eventually seeking mediation or the help of an investigator or competent person. We are in a political environment, which is bound to be significant. I am pleased to see that the government is being open about the need to ensure we have an independent process in a partisan setting. We must ensure that political staff are not the victims of partisan games. Someone gave the example of an employee of a government MP who files a complaint. We must ensure that the process is independent. We are going to look at that in committee to determine the best way of going about things and to ensure that the labour minister does not end up in a conflict of interest. As members know, there are a number of commissioners who report to the House. They are independent and could play a useful role in this regard.
Those are some of the issues we would like to raise in committee. We have listed some of them. It is important to avoid any retaliation against the victims, including political staff, during the process. It is also important to properly define the notion of a competent person. This is the expert who will be appointed to investigate a given situation. Of course, we must also always take care to avoid conflicts of interest and uphold the principle of the presumption of innocence throughout the process.
All of this takes resources. The minister was pretty vague about the resources she intends to set up at Employment, Workforce Development and Labour that will be dedicated to working with businesses to raise awareness and support them in implementing harassment and violence prevention policies.
Those are our questions for the minister. This is an important and necessary step because nearly six out of ten employees in federal workplaces report having been victims of harassment. That means there is a problem and we have to take meaningful steps toward fixing it. This is a step in the right direction, and we will certainly encourage the government to draw inspiration from initiatives and expertise related to psychological harassment that are emerging across the country. As a Quebecker, I am proud to say that the Government of Quebec has been working on this issue for over a decade now. It has developed expertise that could be very useful to us as we lay the foundation following this initial step. 
To sum up, this is a step in the right direction and a constructive approach that we want to implement with the government to advance this legislation, although some questions do remain that we hope to clarify at the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities.
The minister mentioned one thing that I really appreciated, namely, the need for a cultural shift, and she can definitely count on our collaboration in that regard.",Conservative,Bellechasse—Les Etchemins—Lévis,Steven Blaney
2018-01-29,"Ms. Karen Ludwig (New Brunswick Southwest, Lib.)",Government Orders,Canada Labour Code,"Madam Speaker, if we are looking at the incidences of sexual harassment and we take it here to the House of Commons as an example in attracting more women to politics and encouraging more women to stay in politics, how important is it that women, men, and people of minorities across the country hear that all people in the House are working together to find a solution regarding the issue of sexual harassment in the workplace?",Liberal,New Brunswick Southwest,Karen Ludwig
2018-01-29,Hon. Steven Blaney,Government Orders,Canada Labour Code,"Madam Speaker, we have to set the highest standard in society since we are looked at as models.
This tier of the issue, the harassment of staffers, has to be dealt with in a cautious and particular manner. That is why we feel we should prevent partisanship from being involved in that process.
As the member knows, regarding the conduct between parliamentarians, we already have defining rules for elected members.",Conservative,Bellechasse—Les Etchemins—Lévis,Steven Blaney
2018-01-29,"Mr. Arnold Viersen (Peace River—Westlock, CPC)",Government Orders,Canada Labour Code,"Madam Speaker, one of the issues referred to more and more today is the victims and how we need to listen to them. As a Conservative, I know we are very proud of the Victims Bill of Rights that we passed. I know my colleague had something to do with that.
Particularly, I would like to mention the current Bill C-38. It spells out consecutive sentencing for human trafficking. This is a trend we see with the government. It talks a good game but when it comes to actually doing things, like standing up for victims, as we have seen with Bill C-38, the government seems to just avoid the issue altogether.",Conservative,Peace River—Westlock,Arnold Viersen
2018-01-29,Hon. Steven Blaney,Government Orders,Canada Labour Code,"Madam Speaker, the member mentioned that we were the party that brought forward the victims Bill of Rights. What we want in the process and what we will be very keen on is to ensure we not double-victimizing people who may have been involved in a harassment situation. That is why we feel the independence of the third party involved in the investigation is a very important aspect.
One other issue I would like to point out is that today we have discussed parliamentary staffers and employees of the federal government, but the government also has a lot of civil servants. Unfortunately, there has been a lot of harassment mentioned by civil servants. We have a responsibility because they are the people working for the government.
We certainly have to clean our own house, which includes the civil service. As well, there are those who are working under the federal jurisdiction. This is certainly one aspect we will ask the minister about to ensure we take care of the harassment occurring within the civil service.",Conservative,Bellechasse—Les Etchemins—Lévis,Steven Blaney
2018-01-29,"Mr. Jim Eglinski (Yellowhead, CPC)",Government Orders,Canada Labour Code,"Madam Speaker, does my hon. colleague feel we should be moving beyond just Bill C-65, looking at the big picture of what is happening in Canada, and why people are moving in this way?
We have had harassment policies in the civil service since the seventies, yet it still seems to continue. Does the member feel we should be looking at a broader picture to see why this is happening?",Conservative,Yellowhead,Jim Eglinski
2018-01-29,Hon. Steven Blaney,Government Orders,Canada Labour Code,"Madam Speaker, when it comes to harassment, there must be zero tolerance. We can draw inspiration from the mechanisms put in place to go even further than current laws and ensure that an independent third party investigates harassment cases and makes binding decisions to protect the victims.",Conservative,Bellechasse—Les Etchemins—Lévis,Steven Blaney
2018-01-29,"Ms. Sheila Malcolmson (Nanaimo—Ladysmith, NDP)",Government Orders,Canada Labour Code,"Madam Speaker, I am going to be sharing my time with the member for Essex. I am honoured in this astonishing time to be speaking to the vitally important issue of sexual harassment and violence in our public dialogue and in our workplaces. 
I am going to talk about the brave young women who are coming forward, the legacy of social justice women's rights activists on whose shoulders we stand. I am going to talk about the support of my party, the NDP, for Bill C-65. I am going to affirm that no party is immune to the revelations and bad behaviour that are being reported. I am going to talk about the cost of shutting women out of politics. I am going to talk a bit about some of the changes to the bill that would help us to make it even better protection for workers.
The imperative for us to take this action as parliamentarians is fuelled by the terrible stories that we are hearing. I have a quote from a former parliamentary staffer, Beisan Zubi. She said that being a parliamentary staffer on the Hill was “a crash course in sexism and sexual harassment”. She said, “But if I’m being honest, I would have also warned them to stay away, that Parliament Hill, in my experience, was a fundamentally unsafe place for young women.” How can that be said about the Commons, the place for the people? Lauren Dobson-Hughes said, “You take your cues from people around you who are in positions of power, and if they don't think that's weird, if that didn't even momentarily give them a second glance, then you think, 'Maybe the problem is me; maybe that's just normal.'” It is not normal. 
More than anything, I want to state it is a privilege for us to be in this House and to be able to make permanent change at this historic time. I want to honour the brave women who, after decades of holding these stories back, are risking themselves and their reputations and are telling their stories and ringing the alarm on deeply embedded sexism and violence in our common discourse and in our workplaces, including this workplace here. I recognize the great cost to women for coming forward. I want to say to them that I am really sorry it happened to them and that we are going to honour their bravery by doing the right thing here in this House. We recognize that we have the highest responsibility to act on the respect and importance of the words that we have been given. This is the global #MeToo movement. This is Time's Up, and time is up. 
We are determined to ensure workplaces in this country are safe from sexual harassment. We know all workers everywhere deserve and are entitled to a safe and secure environment. The work before us today is to make sure there is zero tolerance for harassment and violence in our workplaces, and that when it does happen, there must be a transparent process where the complainants are confident that they will be treated with respect and privacy, and those who are accused know there is a process that will be adjudicated, and the public will have an idea about what that process is.
The labour minister's proposal, Bill C-65, amends the Canada Labour Code to include sexual violence and harassment, and it attempts to do a similar thing within parliamentary workplaces where the concern about parliamentary privilege has even prevented the Canada Labour Code from having effect in our constituency offices across the country and here on the Hill. I am very grateful to the labour movement for identifying changes that we can put in place that would improve the bill and also to my colleagues, the member for Saskatoon West, our former labour critic, and the member for Jonquière, our current labour critic, because the work by them and their staff is building our case and we are going to make this legislation even better.
I want to give thanks to the men in the NDP caucus who I serve with, as well as the members of Islands Trust Council, where I served for 12 years. I personally have had a very good experience as an elected woman in politics, maybe because Islands Trust Council had an exactly gender balanced 26-person council. Maybe that had something to do with the change in tone. However, what we are talking about today is the experience of workers and not so much about parliamentarians.
I want to acknowledge that if we can get more women into Parliament, they will change the tone. “Add women, change politics” is something we hear a lot. They will change the tone and also enact policies. We have seen across the world that by removing barriers to women's participation in public life, systems and countries protect all vulnerable people better than we do right now. We have seen this in other parts of the world. Canada is, sadly, really behind the ball on this.
The status quo policies that we have had in this Parliament have meant that the number of women elected to office has stalled out. If we could bump that number up, it might be that we would have less sexual harassment. We heard that specifically, maybe nine months ago. Daughters of the Vote was a beautiful initiative on International Women's Day, but one sister, Arezoo Najibzadeh, powerfully and symbolically left her seat empty to represent the cost of violence against women that keeps women from participating in public life and prevents them from taking their seats. Hands were raised to that sister. Both the member for Hochelaga and I saluted her efforts on that day. She is a reminder to me that we need all the diversity of voices in this House to change the country and bring proper representation. 
That is the cost of keeping political staffers in an unsafe place and causing women to say that Parliament Hill is not safe for them. This is the power of social media. It makes it possible for us to transmit these stories, and it is bringing down some pretty amazing political leaders right now. Again, we are in quite a time.
I want to also acknowledge my Aunt Kim Malcolmson, who I have talked about in the House before. She was a pay equity commissioner. She was very challenging for my old grandfather. She was a hard-core feminist, a CCF-Waffle Party-Tommy Douglas aficionado. She shaped me enormously. She is in palliative care. On Friday morning, my fabulous Uncle Paul Barber told her that Patrick Brown had been forced to resign his seat, and although it was very hard for her to speak, she demanded to know more details. On Saturday, I was able to visit her in the hospital and let her know that the New Democrats were going to return to Parliament by calling out the need to act to end violence against women and sexual harassment, and at the end of the week we were going to be celebrating the two-year anniversary of the successful motion from me and the member for Jonquière in the House to legislate pay equity. I was able to let Kim know that we were coming into Parliament fighting. That was on Saturday, and yesterday she passed away. 
I like to think, because she was a woman who knew she was going to Heaven, that she is looking down on this amazing time that we are living in and seeing that the work that has been done is carrying on and that the young women leaders in this country, with their deep bravery and astonishing ability to tell stories, are changing the way we will go forward with this legislation. 
The labour movement is urging changes and New Democrats will be urging changes in committee. We are glad that with the new House leader of the NDP, we were able to accelerate the passage of this bill. We will debate its details and get changes as fast as we can so that we can make politics a safe place for all members of our country.",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson
2018-01-29,"Mr. Garnett Genuis (Sherwood Park—Fort Saskatchewan, CPC)",Government Orders,Canada Labour Code,"Madam Speaker, this is a bill that I think all parties in the House support.
I want to probe the member's thoughts a bit on getting more women involved in politics. All of us agree that it is important to get more women elected in politics and sometimes the mechanism for that involves party leaders wanting to intervene more in local nominations, but there is push-back in terms of questions about the independence of local nominations. There is, I guess, a tension between different important values in terms of getting more representation but also the importance of the local process.
I would genuinely like to hear the member's thoughts on what the best mechanism would be for ensuring that outcome, from her perspective.",Conservative,Sherwood Park—Fort Saskatchewan,Garnett Genuis
2018-01-29,Ms. Sheila Malcolmson,Government Orders,Canada Labour Code,"Madam Speaker, I am really proud that 43% of the New Democrat candidates nominated for the federal election slate in 2015 were women, and we elected a 40% female caucus. I have a lot of strong women around me today. That is borne out again and again. If political parties offer women, voters say yes to women. I believe the Conservative Party nominated 17% women and about 16% to 17% of its caucus is female, while for the Liberals it was 30% and 30%.
My colleague, the member of Parliament for Burnaby South, proposed a private member's bill that would have given incentives for political parties to nominate more gender-balanced slates. Unfortunately, a feminist Liberal government voted that down, which was very disappointing.
 We are now looking to the Liberals to see what they will bring to this Parliament that might also give political parties incentives. In the meantime, they could do what the NDP does: Riding associations are not allowed to go to a nomination vote until they show that they have exhausted all equity candidate nomination possibilities.",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson
2018-01-29,"Mr. Pierre Nantel (Longueuil—Saint-Hubert, NDP)",Government Orders,Canada Labour Code,"Madam Speaker, I want to thank my colleague for her intensely personal speech. Her story about her godmother or her aunt who was so devoted to these issues until her last breath was really quite moving.
I can assure you that we are all happy to see that all parties and nearly everyone here welcomes this bill and realizes the critical need for it.
A few points have been addressed more than once today, including, for example, the fact that the bill does not define what needs to be regulated. The courage it takes to report this behaviour was brought up many times. 
Does my colleague believe that if we came up with a clear definition of these actions, we could create better awareness campaigns that would point specifically to the exact kind of “off-colour” behaviours that we want to stop?",New Democratic Party,Longueuil—Saint-Hubert,Pierre Nantel
2018-01-29,Ms. Sheila Malcolmson,Government Orders,Canada Labour Code,"Madam Speaker, the hon. member asked a fair question. I am reminded of the words of Carleton University's Jennifer Robson, who said that harassment policies on paper do not work if workers do not have all the information and, most of all, the trust. That is up to us.
 However, the member is quite right that getting as much detail as we can in here right now would make implementation and understanding much easier to get at, both from the side of the employer and from the side of the worker. We have heard concerns, for example, that the bill may not protect the privacy of the people coming forward, as much as it might, when the competent person selected as their mediator is a co-worker. It is not clear what the actual penalties for the employers would be, whether that is a federally regulated industry or, in this case, a member of Parliament. Also, it is not clear how anonymity and privacy would be protected.
 There are many details we will be taking in good faith to committee, and we will try to make this as specific as possible. That is what our brothers and sisters in the labour movement have called for. ",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson
2018-01-29,"Ms. Tracey Ramsey (Essex, NDP)",Government Orders,Canada Labour Code,"Madam Speaker, I want to dedicate this speech to all women who have come forward as part of the #MeToo and Time's Up movement. I want to thank them for their courage and strength. I also want to express my extreme, deep frustration that it continues to take women laying themselves bare for the public in order to agitate for change. We need to do better.
 Today, I hope I am passing through the House one small part of their voices, voices that have reached out to me on social media, sending emails, and who have been thankful for those of us who are sitting in the House agitating for this change.
Women in our country are raising their voices in unison around this issue in a way we have not seen for a very long time. I am reminded of what my colleague for Nanaimo—Ladysmith mentioned of the 338 women who sat in the House in March 2017, of the power and passion they brought, of they their deep desire and hope for a political career in the House someday, which extends beyond just our seats here. It extends to everyone who works to support us in the House, right down to our pages who help support us every day. I want more than anything for all of them to be free to pursue this career and to pursue this life free of harassment. I want them to see that day come. I do not want them to have to be worried about bracing themselves to face the toxic workplace they are reading about, watching and learning about.
I came from the labour movement. I worked in an auto manufacturing facility. I was one of 15% of women in that workplace. However, being part of a union environment, having the protections, policies, and clear and very defined definitions of harassment in the workplace, went miles to ensure that everyone in that workplace understood their responsibility in doing better.
 I commend those in the labour movement. They have done an incredible amount of work to eradicate this behaviour. We are not going to have to look too far for policies that work in the public, labour, and our communities because they exist. We simply need to ensure they exist here as well.
The behaviour we are talking about is not new, as has been raised by a lot my colleagues today. However, it can and must change. It is going to take all of us. To start with, there can be no more whisper campaigns in the House. There can be no more women who are warning other women about who to stay away from or who not to be alone with. That is unacceptable. It is a very deep part of our culture here. Women have been trying to protect women through these very subversive campaigns. No more to that. It has to come out to the light of day. We have to shine a light on it. We have to challenge that behaviour each and every time we see it, not just the women in the House. Every man sitting in the House has to challenge it from other men on a constant basis. Only then will we strive to create a workplace that is safe, without these hiding places and excuses for this behaviour. It is the excuses that have allowed it to continue to breed.
Earlier a colleague mentioned that some had training here throughout the years. Well, clearly it has not worked. However, I recognize this work is ongoing and will take all of us working through our lifetimes to continue to improve it, I hope, at a better pace than we have had. However, it is clear that we can and we must do better.
For people who have sat and listened to a colleague say something inappropriate and let it go by, that day is done. We can no longer do that in this place. We must challenge it. On behalf of the hundreds of thousands of people we represent from our ridings and on behalf of Canadians, we cannot allow this place to become a mockery or a toxic pool that is to be avoided at all costs. We are losing the best and brightest in the next generation by not showing them better. We all hope those young people will some day take over our seats, as those young women did on International Women's Day. 
We have to commit not just to the legislation, which is very important. I am so happy that everyone in the House provided consensus on the motion by the MP for Berthier—Maskinongé, which she brought up earlier, in getting the bill to committee as quickly as possible. It is critical that we get to the committee level and start this very difficult work, and that we do it with our blinders off and we do it honestly. We cannot bring to the committee the excuses, the hiding places, the reasons people think this is just the way it is here. We have to throw all of that to the side and really work to challenge the structures that have existed for 150 years in this place, but certainly beyond that, as one colleague mentioned earlier, for millennia, from the beginning of time.
We have to challenge it at the smallest root, the smallest comment that goes by that we might portray as harmless and that it is just what men say in a locker room or to other men. These are not harmless. This is the beginning of harm. This is the beginning of letting these things slide by until it affects one individual so badly that his or her life is forever altered. We see that happening with women in Canada right now. We see women who are being attacked on social media because they have come forward. That is unacceptable and if anyone in the House is aware of people being attacked, we also have a responsibility to speak out and say that attacking women who come forward is not acceptable. There is due process within the laws and there is due process hopefully within our workplace with this legislation going forward, but that in no way excuses us for not speaking up when we see it. We have to take that seriously.
I know there are men here, whom I work with every day, who do not support this culture, who think it is wrong, who do not behave this way, who do not condone it, and who do not teach their sons or daughters that this is okay. It is time for those men to start speaking out. Although this is impacting women, it impacts men too. We know that this is not a gender issue. This is not for the women to fix. This is for all of us to fix together.
I would like to dig into the bill that we have before us, but before I do that I want to say that an example of how women in the House are struggling to come forward, struggling within our own parties, within this structure, to be able to call this behaviour out, is the fact that we had a Canadian Press survey done for female MPs. It was anonymous and passed through all of our whips' offices in December and we had very low participation in the survey. It was extremely low. I believe it was below 40% participation of women MPs. Because we exist in a structure where we have parties that we have loyalties to, women in this place are afraid to call this out, but women need to be brave and we need to embolden the men that we sit with as our colleagues every day to be brave as well.
The bill is an important first step, but we have to go far beyond where the bill is going and that will involve the work at committee. That will mean things like a definition. We have had some conversation about a definition today, whether the definition should be in the bill itself, or whether the definition should be part of the regulatory piece that goes along with this legislation. Defining what harassment is allows us to challenge it. Without that very basis of understanding, how can we educate people in the House as to what it is? This is the very core of the work that we should be doing in the House.
I implore the government to please look at all the amendments that come forward, by taking that partisan hat off at the door, because this is work that we are doing for the future of the House. On International Women's Day last year when 338 women sat in the House, that was more women than have actually ever sat here elected. We are doing a poor job in Canada of attracting young women and this is one of the many reasons why. We need to do better. 
I ask for commitment from all of my colleagues to look at the amendments on the basis of the amendments, to put their partisanship aside, and to let us do the hard work that is necessary to change the House to a zero tolerance workplace.
 ",New Democratic Party,Essex,Tracey Ramsey
2018-01-29,"Mr. Pierre Nantel (Longueuil—Saint-Hubert, NDP)",Government Orders,Canada Labour Code,"Madam Speaker, I thank my colleague.
A unionized workplace with very clear protocols that explicitly define the type of behaviour that is not acceptable is a very good example. I would like her to provide other examples where this type of code is in place, setting out that this very specific type of offence is not to be committed. I would like her to tell us how helpful this would be.
Quite honestly, I was even surprised many times during her speech by the shocking statistics on workplaces where certain rules of silence exist. Am I naive or just lucky to have never heard about them? Earlier, another colleague told us that, according to a certain intern, working here was literally akin to working in a snake pit.
I would like my colleague to speak a little more about a code and the definitions of what should be added to this bill.",New Democratic Party,Longueuil—Saint-Hubert,Pierre Nantel
2018-01-29,Ms. Tracey Ramsey,Government Orders,Canada Labour Code,"Madam Speaker, labour has not done an incredible job throughout our country. I will say that the NDP is proud to have unionized staff from UFCW Local 232. They have worked very hard on anti-harassment language within the collective agreement we have. One of the questions we have is how we will now mesh what some workers on this Hill have in a collective agreement with what is now being proposed. This is an important understanding.
Also, we can draw from the collective agreements that exist across our country on the best practices that exist around harassment policy and education on that policy. I am proud to have done this in my former life for the union that I belonged to. It is incredibly important work, because no matter how many times we are educated, things are shifting and changing in our world, certainly with cyberspace, cyber-bullying, and all the things that are happening outside, which really are an extension of our workplace, according to the code.
 It is quite shocking to Canadians that we do not have labour law that applies to us here on the Hill. That is quite a shock to most people in Canada. They are completely unaware of that and find it appalling that this is the only space that exists in Canada where we do not really have any laws to protect people who work here every day with us. 
One of the things I can point to specifically that Unifor has is a women's advocate program. This is someone who has been specifically trained in the workplace for people to access. It is an independent person who does not provide counselling per se but who does provide connections to community partners that exist, so people can receive the help they really do need. This goes along, of course, with supporting the financial aspect of needing access to those services. It is something that has worked quite effectively. It has been lauded at the United Nations as a workplace model to challenge harassment and also to provide people with the information necessary when they really are struggling under the weight of these incidents.",New Democratic Party,Essex,Tracey Ramsey
2018-01-29,"Ms. Rachael Harder (Lethbridge, CPC)",Government Orders,Canada Labour Code,"Madam Speaker, I want to raise one more thing. In the House today we are talking about our response to sexual harassment in the workplace. Bill C-65 will definitely do a lot in order to help us along that journey and make sure that individuals who come forward with allegations are heard and that action is taken.
 My question is this. I am wondering if the hon. member could comment as to what measures could be taken within this place, and perhaps even within other workplaces, but giving priority to this place, that are preventive in nature to make sure that the staff who work for members of Parliament are actually free of victimization.",Conservative,Lethbridge,Rachael Harder
2018-01-29,Ms. Tracey Ramsey,Government Orders,Canada Labour Code,"Madam Speaker, it is going to take an incredible amount of work and a commitment from all of us to be a part of the solution. It is not just about those of us in the House. It is about people on the Senate side. It is about people who work for us, such as our parliamentary protective services and pages in the House. It is about everyone.
The education required is extensive. I have watched the educational video that is provided by the House and I find it to be lacking. There really is not enough there. The education that happened in the union I belonged to was a 40-hour program for each person. This was a deep commitment with a yearly follow-up. It would be one day every year. Training is updated on a constant basis. The work is never done. I hope this work will improve, will become better, and will change things. Education is key.
 A commitment from everyone that they will challenge this behaviour will go an incredibly long way. If we continue to sit silent and this opportunity to improve what we have currently governing us in this place passes us by, then shame on us. We will have missed an opportunity to improve the lives of Canadians. When women can focus on their work free of harassment, that work will continue to grow and we will all reap the benefits of that. ",New Democratic Party,Essex,Tracey Ramsey
2018-01-29,The Assistant Deputy Speaker (Mrs. Carol Hughes),Government Orders,Canada Labour Code,"There being no further members rising for debate, by order made earlier this day, Bill C-65, An Act to amend the Canada Labour Code (harassment and violence), the Parliamentary Employment and Staff Relations Act and the Budget Implementation Act, 2017, No. 1, is deemed read a second time.
(Motion agreed to, bill read the second time and referred to a committee).",New Democratic Party,Algoma—Manitoulin—Kapuskasing,Carol Hughes
2018-01-29,The Assistant Deputy Speaker (Mrs. Carol Hughes),Government Orders,Canada Labour Code,"Accordingly, the bill stands referred to the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities. ",New Democratic Party,Algoma—Manitoulin—Kapuskasing,Carol Hughes
2018-01-29,Mr. Kevin Lamoureux,Government Orders,Canada Labour Code,"Madam Speaker, maybe we could see the will of the House to call it the time of adjournment so we can go to adjournment proceedings.",Liberal,Winnipeg North,Kevin Lamoureux
2018-01-29,The Assistant Deputy Speaker (Mrs. Carol Hughes),Government Orders,Canada Labour Code,Is that agreed?,New Democratic Party,Algoma—Manitoulin—Kapuskasing,Carol Hughes
2018-01-29,NA,Government Orders,Canada Labour Code, Agreed.,NA,NA,Some hon. members
