speechdate,speakeroldname,maintopic,subtopic,speechtext,speakerparty,speakerriding,speakername
2018-10-17,"Mr. John Barlow (Foothills, CPC)",Government Orders,Canada Labour Code,"Madam Speaker, I think it is clear that all parties are going to support Bill C-65. It is an important step forward. However, the communication that goes around Bill C-65 is also important when we are sending a message to Canadians that we are taking a leadership role. When it comes to addressing harassment and sexual harassment in the workplace, it is also important that we tell Canadians that there is a level playing field, that every single Canadian, no matter who they are, whether a cabinet minister, a prime minister, or a supervisor in a workplace, will be treated the same as everyone else. 
However, what we have right now appears to be “Do as I say, not as I do”. The Liberals are not practising what they preach. I would like my colleague to talk about how important it is that we tell Canadians that no matter who they are, they will be treated equally when it comes to sexual harassment in the workplace. ",Conservative,Foothills,John Barlow
2018-10-17,Mrs. Kelly Block,Government Orders,Canada Labour Code,"Madam Speaker, I want to thank my colleague for the question as well as for the very good work he has done in his role as our shadow minister and on the committee that was reviewing this bill.
I think it behooves the Parliament of Canada, and us as elected representatives, to ensure that we are setting the bar high, that we are actually reaching that bar, and that we are providing a good example for others when they look to deal with these sorts of issues in their own workplaces. I believe this bill addresses the issue with the degree of seriousness it deserves. I hope we follow through and that our actions will follow our words.",Conservative,Carlton Trail—Eagle Creek,Kelly Block
2018-10-17,The Assistant Deputy Speaker (Mrs. Carol Hughes),Government Orders,Canada Labour Code,"Questions and comments?
Resuming debate?
Is the House ready for the question? ",New Democratic Party,Algoma—Manitoulin—Kapuskasing,Carol Hughes
2018-10-17,NA,Government Orders,Canada Labour Code, Question. ,NA,NA,Some hon. members
2018-10-17,The Assistant Deputy Speaker (Mrs. Carol Hughes),Government Orders,Canada Labour Code, Is it the pleasure of the House to adopt the motion?,New Democratic Party,Algoma—Manitoulin—Kapuskasing,Carol Hughes
2018-10-17,NA,Government Orders,Canada Labour Code, Agreed.,NA,NA,Some hon. members
2018-10-17,The Assistant Deputy Speaker (Mrs. Carol Hughes),Government Orders,Canada Labour Code,(Motion agreed to),New Democratic Party,Algoma—Manitoulin—Kapuskasing,Carol Hughes
2018-10-17,Mr. Kevin Lamoureux,Government Orders,Canada Labour Code,"Madam Speaker, I suspect if you were to canvass the House, you would find unanimous consent to see the clock at 5:30 p.m. so that we can begin private members' hour.",Liberal,Winnipeg North,Kevin Lamoureux
2018-10-17,The Assistant Deputy Speaker (Mrs. Carol Hughes),Government Orders,Canada Labour Code,Is it agreed?,New Democratic Party,Algoma—Manitoulin—Kapuskasing,Carol Hughes
2018-10-17,NA,Government Orders,Canada Labour Code, Agreed.,NA,NA,Some hon. members
2018-10-17,The Assistant Deputy Speaker (Mrs. Carol Hughes),Government Orders,Canada Labour Code," Accordingly, the House will now proceed to the consideration of private members' business, as listed on today's Order Paper.",New Democratic Party,Algoma—Manitoulin—Kapuskasing,Carol Hughes
